brand_list_type,brand_index_letter,brand_name,brand_name_ko,ctg_no
ko,ㅍ,F.R.S. FOR RESTLESS SLEEPERS,폴 레스트레스 슬리퍼스,2405132072
ko,ㅍ,FABIANA FILIPPI,파비아나 필리피,2305090970
ko,ㅍ,FACE FACTORY,페이스팩토리,2307095789
ko,ㅍ,FAITH CONNEXION,페이션 커넥션,2303081176
ko,ㅍ,FALCON ENAMELWARE,팔콘에나멜웨어,2301077300
ko,ㅍ,FAME,페임,2405132003
ko,ㅍ,FASHY,파쉬,2212074140
ko,ㅍ,FATBOY,팻보이,2302077706
ko,ㅍ,FAY,페이,2403121331
ko,ㅍ,FAYEWOO,페이우,1811004122
ko,ㅍ,FEAR OF GOD,피어오브갓,2212074129
ko,ㅍ,FEATHERDOWN,페더다운,2210068608
ko,ㅍ,FEDELI,페델리,2305090973
ko,ㅍ,FELIX,펠릭스,2407139014
ko,ㅍ,FELLOW,펠로우,2311107945
ko,ㅍ,FEMMUE,파뮤,2206057365
ko,ㅍ,FENDI,펜디,2212074500
ko,ㅍ,FENDI KIDS,펜디 키즈,2301075838
ko,ㅍ,FERRAGAMO WATCH,페라가모,2208063076
ko,ㅍ,FFROI,프루아,2210067183
ko,ㅍ,FILIPPA K,필리파 케이,2405131998
ko,ㅍ,FILSON,필슨,2212074237
ko,ㅍ,Finum,피넘,2312112302
ko,ㅍ,FIRST BIKE,퍼스트바이크,2301077327
ko,ㅍ,FISICO,피시코,2405132005
ko,ㅍ,FITFLOP,핏플랍,2211070806
ko,ㅍ,FIVEVIBE,파이브바이브,2302079351
ko,ㅍ,FJALLRAVEN,피엘라벤,2208063562
ko,ㅍ,FLENSTED MOBILES,플렌스테드모빌,2301076047
ko,ㅍ,FLORIS LONDON,플로리스런던,2402120528
ko,ㅍ,FLOWDONO,플로우도노,2302080512
ko,ㅍ,FLOYD,플로이드,2307097026
ko,ㅍ,FOLNUA,폴뉴아,2307096957
ko,ㅍ,FONTANA MILANO,폰타나 밀라노 1915,010000003447
ko,ㅍ,FOOTBALL STANDARD,풋볼스탠다드,2403124341
ko,ㅍ,FOPPAPEDRETTI,포빠페드레띠,2405131072
ko,ㅍ,FOR ME,폴미,2405128991
ko,ㅍ,FOREVERYBARI,포에브리바리,2006019116
ko,ㅍ,FORTE FORTE,포르테포르테,2301075214
ko,ㅍ,FORZIERI,포지에리,2305090976
ko,ㅍ,FOSSIL,파슬,2212074141
ko,ㅍ,FRAGONARD,프라고나르,2308098323
ko,ㅍ,FRAME,프레임,2305090977
ko,ㅍ,FRANKLY!,프랭클리,2109040047
ko,ㅍ,FRAY,프레이,2405132046
ko,ㅍ,FRED PERRY,프레드페리,2303084440
ko,ㅍ,FREDERIQUE CONSTANT,프레드릭 콘스탄트,2401116766
ko,ㅍ,FREEPLUS,프리플러스,2302079375
ko,ㅍ,FREITAG,프라이탁,2212074958
ko,ㅍ,FRONT STREET 8,프론트 스트리트 8,2305090978
ko,ㅍ,FRONTROW,프론트로우,2402118140
ko,ㅍ,FRUI,프루이,2212073880
ko,ㅍ,FULL SWING,풀스윙,2306092287
ko,ㅍ,FUTURETRO,퓨처레트로,2202049841
ko,ㅍ,PACO RABANNE,파코라반,2312112421
ko,ㅍ,PACSAFE,팩세이프,2306092248
ko,ㅍ,PAGE,페이지,2006018561
ko,ㅍ,PAGE MAIL,페이지메일,2006019118
ko,ㅍ,PALM ANGELS,팜엔젤스,2301077129
ko,ㅍ,PANACHE CHASUNYOUNG,파니쉬 차선영,2212074814
ko,ㅍ,PANDORA,판도라,2111042284
ko,ㅍ,PANGAIA,판가이아,2311108707
ko,ㅍ,PANTHEONE,판테온,2108037874
ko,ㅍ,PAOLO PECORA,파올로 페코라,2305090971
ko,ㅍ,PAOLONI,파올로니,2405132448
ko,ㅍ,PAR AVION,파르아비옹,2301076344
ko,ㅍ,PARABOOT,파라부트,2212074138
ko,ㅍ,PARAJUMPERS,파라점퍼스,2212074139
ko,ㅍ,PARIS TEXAS,파리텍사스,2303085182
ko,ㅍ,PARKER,파카,2407138607
ko,ㅍ,PARNELL,파넬,2302079352
ko,ㅍ,PAROSH,파로쉬,2303085183
ko,ㅍ,PARTEZ,파르테즈,2408143536
ko,ㅍ,PATAGONIA,파타고니아,2301076342
ko,ㅍ,PATOU,파투,2312112417
ko,ㅍ,PATRIZIA PEPE,파트리지아 페페,2305090974
ko,ㅍ,PAUL & JOE,폴앤조,2404128707
ko,ㅍ,PAUL SMITH,폴스미스,010000005962
ko,ㅍ,PAULBRIAL,폴브리알,2212074175
ko,ㅍ,PAURA,파울라,2406135490
ko,ㅍ,PAUSE PLEASE,퍼즈플리즈,2212072878
ko,ㅍ,PDF,피디에프,2405131966
ko,ㅍ,PEBBLY,페블리,2212072748
ko,ㅍ,PECES,페세스,2304087689
ko,ㅍ,PEDRO GARCIA,패드로 가르시아,2301075530
ko,ㅍ,PENDLETON,펜들턴,2209065865
ko,ㅍ,PENINSULA,페닌슐라,2405132009
ko,ㅍ,PEOPLE,피플,2405132062
ko,ㅍ,PEPI,페피,2407141360
ko,ㅍ,PERFECT MOMENT,퍼펙트모멘트,2403121277
ko,ㅍ,PERLUCINE,펄루신,2408142108
ko,ㅍ,PERSOL,페르솔,2405131985
ko,ㅍ,PESERICO,페세리코,2401114299
ko,ㅍ,PETER AND MAY,피터 앤 메이,2405132446
ko,ㅍ,PETIMENTO,페티멘토,2406137070
ko,ㅍ,PEUTEREY,페트레이,2212074145
ko,ㅍ,PHILIPP PLEIN,필립플레인,1912012877
ko,ㅍ,PHILIPP PLEIN GOLF,필립플레인 골프,2203050030
ko,ㅍ,PHILIPPE MODEL,필립모델,2312112441
ko,ㅍ,PHILIPS,필립스,2406135062
ko,ㅍ,PHILOSOFIE,필로소피,2305090980
ko,ㅍ,PHILOSOPHY DI LORENZO SERAFINI,필라소피 디 로렌조 세라피니,2401114301
ko,ㅍ,PHYTO5,피토5,2208061923
ko,ㅍ,PIACENZA,피아첸자,2111042417
ko,ㅍ,PIEGA,피에가,2305090243
ko,ㅍ,PIERRE BALMAIN,피에르발망,2301076014
ko,ㅍ,PIERRE HARDY,피에르하디,2301075999
ko,ㅍ,PINKO,핀코,2301075995
ko,ㅍ,PINZLE,핀즐,2201046352
ko,ㅍ,PLACKERS,플랙커스,2305089823
ko,ㅍ,PLAYFOREVER,플레이포에버,2108037853
ko,ㅍ,PLAYMOBIL,플레이모빌,2108037854
ko,ㅍ,PLAYSTATION,플레이스테이션,2109038895
ko,ㅍ,PLEATS PLEASE,플리츠플리즈,2312111607
ko,ㅍ,PLEUVOIR,플르부아,2301075621
ko,ㅍ,PLUSMINUSZERO,플러스마이너스제로,2108037875
ko,ㅍ,Pocket Bed,포켓베드,2301076040
ko,ㅍ,POKETLE,포케틀,2312111084
ko,ㅍ,Polaroid,폴라로이드,2201047222
ko,ㅍ,POLAROID EYEWEAR,폴라로이드,2302079306
ko,ㅍ,POLICE,폴리스 아이웨어,2305091195
ko,ㅍ,POLO RALPHLAUREN,폴로랄프로렌,2301077062
ko,ㅍ,PORLEX,포렉스,2312112301
ko,ㅍ,PORSCHE DESIGN,포르쉐디자인,2406134073
ko,ㅍ,PORT MAYNE,포트메인,2112045906
ko,ㅍ,PORTER,포터,2004016289
ko,ㅍ,POST ARCHIVE FACTION PAF,포스트아카이브팩션,2406134087
ko,ㅍ,POSTMAN,포스트맨,2212073872
ko,ㅍ,PRADA,프라다,2211072191
ko,ㅍ,PRANAROM,프라나롬,2302079349
ko,ㅍ,PREMIATA,프리미아타,2206058138
ko,ㅍ,PRESSENCE,프레센스,2311110177
ko,ㅍ,PRIMERA,프리메라,2206057366
ko,ㅍ,PRIMUS,프리머스,2208063564
ko,ㅍ,PRINT BAKERY,프린트베이커리,2003015245
ko,ㅍ,PROENZA SCHOULER,프로엔자슐러,2301075661
ko,ㅍ,PROGRADE,프로그레이드,2302079926
ko,ㅍ,PROGRESS,프로그레스,2206058841
ko,ㅍ,PROJEKT PRODUKT,프로젝트 프로덕트,1904007213
ko,ㅍ,PROSPECS,프로스펙스,2310105702
ko,ㅍ,PT TORINO,피티토리노,2201046529
ko,ㅍ,PUMA,푸마,2301076343
ko,ㅍ,PURAAI,푸라이,2406134121
ko,ㅍ,PURPLE BRAND,퍼플 브랜드,2401114312
ko,ㅍ,PXG,피엑스지,2212072732
ko,ㅎ,FILA,휠라,2110040538
ko,ㅎ,FURLA,훌라,2305090984
ko,ㅎ,HACHIMAN,하치만,2407138990
ko,ㅎ,HAESOO.L,해수엘,2408144515
ko,ㅎ,HAI,하이,2302078652
ko,ㅎ,HALE BOB,헤일밥,2403121287
ko,ㅎ,HALOMINIUM,할로미늄,2108037868
ko,ㅎ,HAMILTON,해밀턴,2212074183
ko,ㅎ,HANITA,하니타,2405132031
ko,ㅎ,HANRO,한로,2309102879
ko,ㅎ,HANWAG,한바그,2208063563
ko,ㅎ,HANYUL,한율,2301076522
ko,ㅎ,HAOSHI,하오시,2108037876
ko,ㅎ,HARIO,하리오,2311110176
ko,ㅎ,harman/kardon,하만카돈,2209066522
ko,ㅎ,HARRIS WHARF LONDON,해리스와프런던,2305090982
ko,ㅎ,HARUTA,하루타,2303081491
ko,ㅎ,HARVARD KIDS,하버드 키즈,2212073886
ko,ㅎ,HASSELBLAD,핫셀블라드,2109038777
ko,ㅎ,HATTON LABS,하튼랩스,2305090981
ko,ㅎ,HAVAIANAS,하바이아나스,2109038907
ko,ㅎ,HAZINA,하지나,2401117513
ko,ㅎ,HAZZYS,헤지스,2302079296
ko,ㅎ,HEAD,헤드,2306094929
ko,ㅎ,HEART PERCENT,하트퍼센트,2302079361
ko,ㅎ,HED MAYNER,헤드 메이너,2303081171
ko,ㅎ,HELEN KAMINSKI,헬렌카민스키,2301076920
ko,ㅎ,HELLE KNIVES,헬레나이프,2211072155
ko,ㅎ,HELLOSIMONE,헬로시모네,2406133896
ko,ㅎ,HELMUT LANG,헬무트랭,2301076013
ko,ㅎ,HENRY BEGUELIN,헨리 베글린,2009022356
ko,ㅎ,HERA,헤라,2206057369
ko,ㅎ,HEREU,헤레우,2301075292
ko,ㅎ,HERITER,헤리터,2212074828
ko,ㅎ,HERMANMILLER,허먼밀러,2109039961
ko,ㅎ,HEROINE,히로인,1911012002
ko,ㅎ,HERON PRESTON,헤론프레스톤,2212074157
ko,ㅎ,HERSCHEL,허쉘,2406135509
ko,ㅎ,HIBOURAMA,히보우라마,2405132044
ko,ㅎ,HIDNANDER,히드낸더,2312111305
ko,ㅎ,HILLEBERG,힐레베르그,2201047686
ko,ㅎ,HINCE,힌스,2211071244
ko,ㅎ,HINDUSTRIE,힌더스트리,2405132049
ko,ㅎ,HINNOMINATE,힌노미네이트,2403121486
ko,ㅎ,HOGAN,호간,2301075520
ko,ㅎ,HOLZWEILER,홀츠베일러,2312113090
ko,ㅎ,HONMA,혼마,2402119249
ko,ㅎ,HONMA GOLF,혼마골프,2405132245
ko,ㅎ,HORN GARMENT,혼가먼트,2102028964
ko,ㅎ,HOTEL DAWSON,호텔도슨,2302080240
ko,ㅎ,HOUSE OF SUNNY,하우스 오브 써니,2301075273
ko,ㅎ,HOWLIN,하울린,2301076319
ko,ㅎ,HOWLPOT,하울팟,2007020329
ko,ㅎ,HUGO,휴고,2208063302
ko,ㅎ,HUGO BOSS EYEWEAR,보스 아이웨어,2301077132
ko,ㅎ,HUNTER,헌터,2106033751
ko,ㅎ,HUXLEY,헉슬리,2206057368
ko,ㅎ,HYDROFLASK,하이드로플라스크,2301077297
ko,ㅎ,HYDROGEN,하이드로겐,2303081025
ko,ㅎ,REQINS,흐꺙,2301076798
ko,ㅎ,RUE DE VERNEUIL,휘드베르누이,2302080592
ko,ㅎ,THE HORANG,호랑,2203052188
ko,ㅎ,WHO DECIDES WAR,후 디싸이즈 워,2405132018
ko,ㅎ,한국금거래소,한국금거래소,2308100394
ko,0~9,032C,032씨,2303085102
ko,0~9,1/OFF,1/오프,2406134117
ko,0~9,1921 TSHIRT,1921티셔츠,2406135595
ko,0~9,24BOTTLES,24보틀,2108037850
ko,0~9,24GRAM,24그램,2207060284
ko,0~9,3.1 PHILLIP LIM,3.1 필립 림,2305090991
ko,0~9,3JUIN,3주인,2305090993
ko,0~9,3X1,3X1,2305090994
ko,0~9,44 LABEL,44레이블,2403121396
ko,0~9,47BRAND,47브랜드,2212074207
ko,etc,ALOD,알로드,2404125660
ko,etc,AMONG THEM,어몽뎀,2207061029
ko,etc,CFCL,,2405131970
ko,etc,ETUDES,에뛰드,2301077122
ko,etc,FFC,FFC,2406134084
ko,etc,FTC CASHMERE,FTC 캐시미어,2405132043
ko,etc,H COUTURE,H 꾸뛰르,2405132083
ko,etc,HUMANMADE,,2312112440
ko,etc,IAH GALLERY,,2202048418
ko,etc,IRIVER,아이리버,2305089370
ko,etc,N.C.P.,엔시피,2208063636
ko,etc,POP TRADING COMPANY,,2405132047
ko,etc,TWINSET,트윈셋,2305090969
ko,etc,YUME YUME,,2302077804
ko,etc,파카,,2407138614
