brand_list_type,brand_index_letter,brand_name,brand_name_ko,ctg_no
en,A,&Tradition,앤트레디션,2305091790
en,A,A COLD WALL,어콜드월,2212074062
en,A,A PUNTO B,아푼토비,2405132061
en,A,A.BOCCA,에이보카,2406134111
en,A,A.P.C.,아페쎄,2212074449
en,A,ABMT,에이비엠티,2303083023
en,A,ABOUT TONE,어바웃톤,2408142017
en,A,ABU GARCIA,아부 가르시아,2404125823
en,A,ABUS,아부스,2301077333
en,A,ACQUA DI PARMA,아쿠아 디 파르마,2206057361
en,A,ACTG,에스코티지,2206058088
en,A,ADDIR,아디르,2101027096
en,A,ADER ERROR,아더에러,2312112442
en,A,ADIDAS,아디다스,2301076338
en,A,ADIDAS GOLF,아디다스 골프,2405132098
en,A,ADIDAS GOLF,아디다스 골프,2402120751
en,A,ADIDAS Y-3,아디다스 와이쓰리,2301075185
en,A,ADRIANO GOLDSCHMIED,아드리아노 골드슈미드,2406134127
en,A,AEER,아에르,1901005399
en,A,AESTHER EKME,에스더 에크메,2406134103
en,A,AESTURA,에스트라,2302079339
en,A,AETERNO,에테르노,2212074065
en,A,AFTER LABEL,애프터 라벨,2310106356
en,A,AFTER TENNIS,애프터 테니스,2206058865
en,A,AGE,에이지,2107035684
en,A,AGNES.B,아네스베,2302079293
en,A,AGO,아고,2402117919
en,A,AGOLDE,에이골디,2301075540
en,A,AJOBYAJO,아조바이아조,2108037865
en,A,AKONI,아코니,2405132028
en,A,AKRIS,아크리스,2401114316
en,A,AKRO,아크로,2308100401
en,A,ALABASTER,알라바스터,2307096529
en,A,ALAIA,알라이아,2212074060
en,A,ALANUI,알라누이,2305091050
en,A,ALBERTA FERRETTI,알베르타페레티,2303081020
en,A,ALCHEMIST,알케미스트,2406134096
en,A,ALDEN,알든,2301076010
en,A,ALDO,알도,2408144158
en,A,ALESSANDRA RICH,알렉산드라리치,2303081019
en,A,ALESSANDRO VIGILANTE,알레산드로 비질란테,2406134112
en,A,ALESSI,알레시,2108037846
en,A,Alexander McQueen,알렉산더맥퀸,2212074061
en,A,ALEXANDERWANG,알렉산더왕,010000004142
en,A,ALEXANDRE VAUTHIER,알렉산드레 보티에,2403121485
en,A,ALICE & OLIVIA,앨리스 앤 올리비아,2405132006
en,A,ALLEGRI,알레그리,2305091418
en,A,ALLIE,알리,2302079345
en,A,ALLSAINTS,올세인츠,1911012189
en,A,ALOD,알로드,2404125660
en,A,ALPHA INDUSTRIES,알파인더스트리,2310105992
en,A,ALPHA INDUSTRIES,알파 인더스트리,2211070800
en,A,ALPHA STUDIO,알파스튜디오,2405131996
en,A,ALTAIA,알타이아,2402120512
en,A,ALTRA,알트라,2301076858
en,A,ALVIERO MARTINI 1A CLASSE,알비에로 마르티니 클라쎄,2305091066
en,A,ALYSI,알리지,2405131986
en,A,ALYX,알릭스,2301075287
en,A,ambai,암바이,2312112297
en,A,AMBUSH,앰부시,2301077120
en,A,AMERICAN NEEDLE,아메리칸 니들,2301075919
en,A,AMERICAN VINTAGE,아메리칸 빈티지,2406136136
en,A,AMI PARIS,아미 파리,2212074450
en,A,AMINA MUADDI,아미나 무아디,2403121333
en,A,AMIRI,아미리,2301077328
en,A,AMISH,아미시,2401114304
en,A,AMONG THEM,어몽뎀,2207061029
en,A,AMPLE:N,앰플엔,2302079367
en,A,AMT,에이엠티,2210068320
en,A,ANARK,아나크,2302079292
en,A,ANDALOU,안달로우,2302078638
en,A,ANDAMANE,안다마네,2403121334
en,A,ANDANTTE,안단테,2402120026
en,A,ANDERSEN-ANDERSEN,안데르센 안데르센,2304088672
en,A,ANDREA ADAMO,안드레아 아다모,2401114290
en,A,ANEPIGRAPHE,아네피그라프,2010023510
en,A,ANESSA,아넷사,2304085620
en,A,ANIA HAIE,아니아하이에,2212074804
en,A,ANILLO,아닐로,2302079381
en,A,ANINE BING,애니빙,2405131990
en,A,ANITA BILARDI,아니타 빌라디,2305090989
en,A,ANN DEMEULEMEESTER,앤 드뮐미스터,2305091065
en,A,ANNA SUI,안나수이,2404125085
en,A,ANNA SUI EYEWEAR,안나수이,2301076745
en,A,ANTOMARS,앤투마스,2202049847
en,A,ANUA,아누아,2302079353
en,A,AQUAZZURA,아쿠아주라,2305090985
en,A,ARCHIES,아치스,2407138200
en,A,ARCHIVIO B,아키비오 비,2403121299
en,A,ARCTERYX,아크테릭스,2007019669
en,A,ARENA,아레나,2303084013
en,A,ARENCIA,아렌시아,2301075568
en,A,ARIANA GRANDE FRAGRANCES,아리아나 그란데,2308098321
en,A,ARMANI EXCHANGE,아르마니 익스체인지,010000003424
en,A,ARTEK,아르텍,2107036438
en,A,ARTEMIDE,아르떼미데,2302078453
en,A,ARTISAN&ARTIST,아티산&아티스트,2302079928
en,A,ARTISH,아티쉬,2406136953
en,A,ARTN EDITION,아트앤에디션,2203051062
en,A,ARWE,아르베,2405131699
en,A,ASH,아쉬,2301076004
en,A,ASHER GOLF,아셀골프 ACC,2206058110
en,A,ASICS,아식스,2301077259
en,A,ASPESI,아스페시,2302078621
en,A,ASTORFLEX,아스토플렉스,2303081017
en,A,ASUS,에이수스,2305091226
en,A,ATELIER PAULIN,아뜰리에 폴린,2305091695
en,A,ATELIER QUINCE,아틀리에퀸스,2207060917
en,A,ATHPLATFORM,애스플래폼,2004016404
en,A,ATOMO FACTORY,아토모 팩토리,2406134082
en,A,AURALEE,오라리,2301075289
en,A,AURUT,아우릇,2202049083
en,A,AUSTIN AUSTIN,오스틴오스틴,2404128694
en,A,AUTRY,오트리,2405131942
en,A,AVEDA,아베다,2207061190
en,A,AVEN,에이븐,2207060559
en,A,AVOCADO,아보카도,1909010558
en,A,AVOLT,아볼트,2301076402
en,A,AVVES GOLF,아베스골프,2206057716
en,A,AWAKE NY,어웨이크 NY,2405132008
en,A,AWESOMEBIKE,어썸바이크,2305089156
en,A,AXEL ARIGATO,악셀아리가토,2212074059
en,A,Azfit,아즈피트,2312112296
en,B,BA&SH,바쉬,2406134090
en,B,BABOR,바버,2309102675
en,B,BACCARAT,바카랏,2307095538
en,B,BADBLUE,배드블루,2201046151
en,B,BALENCIAGA,발렌시아가,2212074465
en,B,BALENCIAGA KIDS,발렌시아가 키즈,2211072199
en,B,BALLANTYNE,발란타인,2305090422
en,B,BALLARINI,발라리니,2207060700
en,B,BALLY,발리,2212074187
en,B,BALMAIN,발망,2301075858
en,B,BALMAIN HAIR,발망 헤어,2303084293
en,B,BALMAIN KIDS,발망 키즈,2301075786
en,B,BALMUDA,발뮤다,2301075494
en,B,BANG & OLUFSEN,뱅앤울룹슨,2004016290
en,B,BAO BAO ISSEY MIYAKE,바오바오 이세이 미야케,2301076002
en,B,BAOBAB COLLECTION,바오밥컬렉션,2404128705
en,B,BARACUTA,바라쿠타,2212074181
en,B,BARBA,바르바,2305091042
en,B,BARBOUR,바버,2308098787
en,B,BAREBONES,베어본즈,2306093821
en,B,BAREDO,바레도,2309102678
en,B,BARELOU,베어루,2310104457
en,B,BARNEYS NEW YORK,바니스 뉴욕 패션,2301075864
en,B,BARROW,바로우,2403123134
en,B,BARTON PERREIRA,바본페레이라,2406134075
en,B,BASERANGE,베이스레인지,2312111771
en,B,BASIL BANGS,바질뱅스,2106034458
en,B,BASTONG,바스통,1904007042
en,B,BATH & BODY WORKS,배스 앤 바디웍스,2404128349
en,B,BAUM UND PFERDGARTEN,바움 운드 페르드가르텐,2301075272
en,B,BBIA,삐아,2302079360
en,B,BEANA,비아나,2403123758
en,B,BEANPOLE GOLF,빈폴골프,2306093783
en,B,BEARBRICK,베어브릭,2305089547
en,B,BEAUTY BLENDER,뷰티 블렌더,2306093508
en,B,BEAUTYMED,뷰티메드,2406134137
en,B,BELIF,빌리프,2407137771
en,B,BELSTAFF,벨스타프,2212074191
en,B,BELVEDERE,벨베데레,1904007249
en,B,BEMUSE MANSION,비뮤즈맨션,2101027584
en,B,BEN NEVIS,벤네비스,2301077252
en,B,BEN SHERMAN,벤셔먼,2404127726
en,B,BEN TAVERNITI UNRAVEL,벤 타베르니티 언라벨,2405132454
en,B,BENCH,벤치,2303083043
en,B,BENEDETTA BRUZZICHES,베네데따부르치케스,2403121335
en,B,BENEFIT,베네피트,2206057354
en,B,BENSIMON,벤시몽,2301075981
en,B,BERG&RIDGE,베르그앤릿지,2301077358
en,B,BERLUTI,벨루티,2212074190
en,B,BERMUDA GRASS,버뮤다 그래스,2205055099
en,B,BETTER THAN SURF,배러댄서프,2206058339
en,B,BETTERS,베럴즈,2006019117
en,B,BETTINA VERMILLON,베티나 버밀론,2403121298
en,B,BGZT LAB,브그즈트랩,2302080611
en,B,BIARRITZ 1961,비아리츠 1961,2403121401
en,B,BIG AGNES,빅 아그네스,2204053502
en,B,BIGWAVE COLLECTIVE,빅웨이브 콜렉티브,2108037879
en,B,BILLABONG,빌라봉,2301076089
en,B,BILLIEBLUSH,빌리블러쉬,2403121338
en,B,BIODERMA,바이오더마,2211071723
en,B,BIOGAIA,바이오가이아,2301075635
en,B,BIOTHERM,비오템,2206057355
en,B,BIOTHERM HOMME,비오템,2206057356
en,B,BIRGITTE HERSKIND,비르기테 허스카인드,2406134118
en,B,BIRKENSTOCK,버켄스탁,010000003445
en,B,BLABLAKIA,블라블라키아,2407141319
en,B,BLAFRE,블라프레,2301077298
en,B,BLAKSHAVE,블락쉐이브,2206058403
en,B,BLANCA VITA,블랑카 비타,2405132052
en,B,BLAUER,블라우어,2405131988
en,B,BLENDTEC,블렌텍,2301077291
en,B,BLIPERS,블리퍼스,2405130916
en,B,BLOODLINE GOLF,블러드라인 골프,2206058886
en,B,BLUE BOTTLE COFFEE,블루보틀커피,2306093777
en,B,BLUE DIAMOND,블루다이아몬드,2312113722
en,B,BLUE JAINER CLUB,블루 제이너 클럽,2206058402
en,B,BLUE TEES GOLF,블루티스 골프,2407140845
en,B,BLUMARINE,블루마린,2305090930
en,B,BLUNDSTONE,블런드스톤,2301076011
en,B,BMUET(TE),비뮈에트,2202048325
en,B,BNBGOLD,비앤비골드,2303084201
en,B,BOBBI BROWN,바비브라운,2207061185
en,B,BOBO CHOSES,보보 쇼즈,2212074192
en,B,BODY FANTASIES,바디판타지,2301075886
en,B,BOGNER,보그너,2307095161
en,B,BOLON,볼론,2301076751
en,B,BOMANN,보만,2301075279
en,B,BONJOUR,봉주르,2312111561
en,B,BONPOINT,봉쁘앙,2011025278
en,B,BONSAI,본사이,2401114323
en,B,BONTON,봉통,2302077800
en,B,BOONTHESHOP,분더샵,2011025501
en,B,BORBONESE,보르보네제,2405132014
en,B,BORIS BIDJAN SABERI,보리스 비드얀 사베리,2405132041
en,B,BORNN ENAMELWARE,본에나멜웨어,2301077303
en,B,BORNTOSTANDOUT,본투스탠드아웃,2405130648
en,B,BOSE,보스,2006018852
en,B,BOSS,보스,2204052925
en,B,BOTTEGA VENETA,보테가베네타,2301075145
en,B,BOUTIJOUR,부티쥬르,2301075647
en,B,Bowers&Wilkins,바워스앤윌킨스,2201047219
en,B,BOYY,보이,2301077330
en,B,BRAUN,브라운,2212074219
en,B,BRAUN AUDIO,브라운 오디오,2207059558
en,B,BRIAN DALES,브라이언데일스,2403121394
en,B,BRICS,브릭스,2407139461
en,B,BRIEFING,브리핑,2305091704
en,B,BRIO,브리오,2209065660
en,B,BRIOCHIN,브리오신,2301075634
en,B,BRIONI,브리오니,2303081177
en,B,BRIONI PERFUME,브리오니 퍼퓸,2307095812
en,B,BRISTON,브리스톤,2212073862
en,B,BRITISH M,브리티시엠,2302079387
en,B,BROMPTON LONDON,브롬톤 런던,2308100823
en,B,BROOKLYN WORKS,브루클린웍스,2301075978
en,B,BROOKS BROTHERS,브룩스 브라더스,2301077254
en,B,BROOKS RUNNING,브룩스 러닝,2407141304
en,B,BRUNELLO CUCINELLI,브루넬로 쿠치넬리,010000003430
en,B,BUNNAR,분나,2210069643
en,B,BURBERRY,버버리,2211072193
en,B,BURBERRY KIDS,버버리 키즈,2301075789
en,B,BUTTERO,부테로,2209065523
en,B,BY FAR,바이파,2408144363
en,B,BY MALENE BIRGER,바이말렌비거,2303081669
en,B,BY WISHTREND,바이위시트렌드,2303082647
en,B,BYREDO,바이레도,010000003451
en,B,NEOMEDIX,네오메딕스,2306093683
en,C,C.P. COMPANY,씨피컴퍼니,2212074467
en,C,C.P. COMPANY KIDS,씨피 컴퍼니 키즈,2301075803
en,C,CADO,카도,2202048409
en,C,CAFEC,카펙,2311109747
en,C,CALCATERRA,칼카테라,2406134092
en,C,CALLAWAY,캘러웨이,2306093842
en,C,CALVIN KLEIN,캘빈클라인,2302079106
en,C,CALVIN KLEIN Perfume,캘빈클라인 퍼퓸,2211071184
en,C,CAMBRO,캠브로,2301076046
en,C,CAMPER,캠퍼,2301075527
en,C,CANADA GOOSE,캐나다구스,2212074498
en,C,CANAKU,카나쿠,2406134119
en,C,CANALI,까날리,2305091004
en,C,CANON,캐논,2105032798
en,C,CARAN D ACHE,까렌다쉬,2009023207
en,C,CARAVANA,카라바나,2406134077
en,C,CAREL,까렐,2308098474
en,C,CARHARTT,칼하트,2301076341
en,C,CARL HANSEN & SON,칼 한센 앤 선,2307095539
en,C,CARLOS SANTOS,카를로스 산토스,2001013122
en,C,CARRERA,까레라 아이웨어,2305091138
en,C,CARRIER,캐리어,2306093776
en,C,CARTIER,까르띠에,2301075859
en,C,CARVEN,까르벵,2304088650
en,C,CASABLANCA,카사블랑카,2301076200
en,C,CASADEI,카사데이,2305090964
en,C,CASAMIA,까사미아,1812004700
en,C,CASIO,카시오,2212074082
en,C,CASO,까소,2302079181
en,C,CASSINA,카시나,2307095540
en,C,CASTANER,카스따네르,2307095345
en,C,CAUDALIE,꼬달리,2309102058
en,C,CAZAL EYEWEAR,카잘 아이웨어,2405132045
en,C,CECILIE BAHNSEN,세실리에 반센,2406135828
en,C,CELINE,셀린느,2212074206
en,C,CELLAPY,셀라피,2302077973
en,C,CELLCOSMET,셀코스메트,2302078255
en,C,CELLMUTE,셀뮤트,2209064879
en,C,CETAPHIL,세타필,2311109639
en,C,CHAIR GALLERY,체어갤러리,2110041123
en,C,CHAMPION,챔피온,2303084263
en,C,CHEONGDAM30,청담30,2406133887
en,C,CHERET,쉐레,2401115405
en,C,CHIARA FERRAGNI,키아라 페라그니,2301075989
en,C,CHICHIPAPA,치치파파,2302080311
en,C,CHICOR,시코르,2204053193
en,C,CHILEWICH,칠리위치,2305091692
en,C,CHLOE,끌로에,2306092160
en,C,CHLOE KIDS,끌로에 키즈,2307095803
en,C,CHLOE STORA,끌로에 스토라,2402118851
en,C,CHOCO.EL,초코엘,2005017321
en,C,CHOPARD,쇼파드,2405132040
en,C,CHRISTIAN DIOR,크리스찬디올,2212074964
en,C,CHRISTIAN DIOR KIDS,크리스찬디올 키즈,2303083837
en,C,CHRISTIAN LOUBOUTIN,크리스찬 루부탱,2301075990
en,C,CHRISTOFLE,크리스토플,2307096547
en,C,CHRONYX GOLF,크로닉스골프,2303084008
en,C,CHUBBSAFES,첩세이프코리아,2108038320
en,C,CHUMS,첨스,2206058621
en,C,CHURCH'S,처치스,2305090963
en,C,CHURCHS,처치스,2401114294
en,C,CITIZEN,시티즌,2208063081
en,C,CITIZEN OF HUMANITY,시티즌 오브 휴머니티,2403121297
en,C,CLAE,클래이,2408143508
en,C,CLARKS ORIGINALS,클락스 오리지널스,1911012098
en,C,CLE DE PEAU BEAUTE,끌레드뽀 보떼,2206057348
en,C,CLEAN,클린,2308100396
en,C,CLINIQUE,크리니크,2207061186
en,C,CLOSED,클로즈드,2301075543
en,C,CMMN SWDN,커먼스웨덴,2406135485
en,C,COACH,코치,2212074105
en,C,COCCINELLE,코치넬레,2303085175
en,C,COLDFRAME,콜드프레임,2408142773
en,C,COLLECT,콜렉트,2006018850
en,C,COLMAR,콜마르,2210069352
en,C,COLOMBO,콜롬보,2301076007
en,C,COLUMBIA,컬럼비아,2406134113
en,C,COLUMBIA UNIVERSITY,컬럼비아 유니버시티,2109040160
en,C,COMME DES GARCONS,꼼데가르송,2212074499
en,C,COMME DES GARCONS KIDS,꼼데가르송 키즈,2303083841
en,C,COMMON PROJECTS,커먼프로젝트,2212074104
en,C,CONCEPT COLLEGE,컨셉트컬리지,2212072600
en,C,CONVERSE,컨버스,2211071189
en,C,COPERNI,코페르니,2301075218
en,C,CORGI,코기,1904007271
en,C,CORMIO,코르미오,2401114303
en,C,CORNELIANI,꼬르넬리아니,2110040416
en,C,COSTARELLOS,코스타렐로스,2405132082
en,C,COTE DE MOI,꼬떼드무아,2407140663
en,C,COTONE,꼬또네,2209065393
en,C,COUCOU SUZETTE,쿠쿠수제뜨,2303081195
en,C,CRAFTPRACTISE,크래프트프랙티스,2211070393
en,C,CRASH BAGGAGE,크래쉬 배기지,2206057763
en,C,CRAYON,크래용,2309102677
en,C,CRAZY CAR WASH CREW,크레이지 카 워시 크루,2206057770
en,C,CREVE9,크리브나인,2205055385
en,C,CRIDA,끄리다,2405132058
en,C,CRIME LONDON,크라임런던,2405131973
en,C,CRISTIAN DANIEL,크리스티안 다니엘,2305090966
en,C,CROCS,크록스,2108038373
en,C,CROW CANYON,크로우캐년,2301077304
en,C,CRUNA,크루나,2405132000
en,C,CRUSH AGAIN,크러쉬어게인,2109040041
en,C,CRYSTAL HAZE,크리스탈헤이즈,2301076349
en,C,CURLYSHYLL,커리쉴,2211071230
en,C,CUTLER AND GROSS,커틀러앤그로스,2406134078
en,C,PERFUME BOUTIQUE,까르뱅 퍼퓸,2301076948
en,D,D ACOUSTICS,디어쿠스틱스,2108037872
en,D,D'ACCORD PIECE,다꼬르피스,2201046571
en,D,D'ALBA,달바,2211071247
en,D,D.A.T.E.,데이트,2306092154
en,D,D1 MILANO,디원밀라노,2212074308
en,D,DADDY PROJECT,대디프로젝트,2308098942
en,D,DAKS,닥스,2301076351
en,D,DAMIANI,다미아니,2212074292
en,D,DAMIR DOMA,다미르도마,2403121296
en,D,DANIEL CREMIEUX,다니엘 크레뮤,2302080119
en,D,DANIELE ALESSANDRINI,다니엘알렉산드리니,2405131981
en,D,DANTON,단톤,2302077796
en,D,DARKAI,다카이,2405132450
en,D,DARKPARK,다크파크,2403121395
en,D,DARN TOUGH,단터프,2209065463
en,D,DARPHIN,달팡,2207061191
en,D,DASIQUE,데이지크,2211071239
en,D,DAVE&DAZE,데이브앤데이즈,2210067362
en,D,DAVID BECKHAM,데이비드 베컴,2406134122
en,D,DAVINES,다비네스,2212074831
en,D,DAZE DAYZ,데이즈데이즈,1811004118
en,D,DEAR DAHLIA,디어달리아,2211071221
en,D,DEKAVV,데카브,2401116613
en,D,DELLA LANA,델라라나,2007019639
en,D,DELVAUX,델보,2212074297
en,D,DEMELLIER,드멜리어,2405131980
en,D,DENBY,덴비,2403121748
en,D,DENON,데논,2402118818
en,D,DENTISTE,덴티스테,2302079395
en,D,DENTRO,덴트로,2405132073
en,D,DENTS,덴츠,2303081011
en,D,DEPOUND,드파운드,2311110745
en,D,DES PHEMMES,데 펨메스,2406135486
en,D,DESCENTE GOLF,데상트골프,2301077548
en,D,DESTREE,데스트리,2303081127
en,D,DEUS EX MACHINA,데우스엑스마키나,2212074294
en,D,DEUTER,도이터,2402118950
en,D,DEVIWEAR,데비웨어,2305091142
en,D,DEW E DEW E,듀이듀이,2108037861
en,D,DIA MOMO,디아모모,2203051354
en,D,DIADORA HERITAGE,디아도라,2301076012
en,D,DIAME,다이아미,2306094752
en,D,DIANE VON FURSTENBERG,다이앤 본 퍼스텐버그,2405132023
en,D,DICKIES,디키즈,2301076811
en,D,DIDIER DUBOT,디디에두보,2304087000
en,D,DIESEL,디젤,010000003438
en,D,DIESEL JEWELRY,디젤 주얼리,2409146387
en,D,DIESEL WATCH,디젤 워치,2401115156
en,D,DINTO,딘토,2302079358
en,D,DION LEE,디온리,2301075631
en,D,DIOR HOMME,디올 옴므,2301077143
en,D,DIPTYQUE,딥티크,010000039942
en,D,DISCLAIMER,디스클레이머,2405131991
en,D,DITA,디타,2405131992
en,D,DJI,디제이아이,2305091221
en,D,DKNY,디케이엔와이,2212074224
en,D,DKNY WATCH,도나카란뉴욕 워치,2401115148
en,D,DOD,디오디,2305091511
en,D,DODO BAR OR,도도바오르,2405132053
en,D,DOLCE & GABBANA BEAUTY,돌체앤가바나 뷰티,2309103836
en,D,DOLCE&GABBANA,돌체앤가바나,2301077038
en,D,DOLPHIN,돌핀,2212074303
en,D,DOM REBEL,돔레벨,2403121294
en,D,DONDUP,돈답,2301077329
en,D,DONGGUBAT,동구밭,2302079388
en,D,DORELAN,돌레란,2305090407
en,D,DORLOKIN,돌로킨,2408143181
en,D,DOROCY,도로시,2308098587
en,D,DOROTHEE SCHUMACHER,도로시 슈마허,2405132035
en,D,DOTTUS,도터스,2407139458
en,D,DOUBLET,더블렛,2301077036
en,D,DOUCAL’S,듀칼스,2403121336
en,D,DOUGH,도우,1811004115
en,D,DOUUOD,두두,2305090996
en,D,DR. MARTENS,닥터 마틴,2301075290
en,D,DR.HOLI,닥터할리,2301077288
en,D,DR.HOWS,닥터하우스,2212072833
en,D,DRAGON DIFFUSION,드래곤디퓨전,2212074306
en,D,DRIES VAN NOTEN,드리스반노튼,010000039662
en,D,DROGHERIA CRIVELLINI,드로게리아 크리베리니,2301077274
en,D,DROLE DE MONSIEUR,드롤드 무슈,2301077266
en,D,DRUMOHR,드루모어,2303081012
en,D,DRUNK ELEPHANT,드렁크엘리펀트,2211071220
en,D,DS&DURGA,디에스앤더가,2206058997
en,D,DSQUARED2,디스퀘어드2,010000003435
en,D,DUALIT,듀얼릿,2302079191
en,D,DUNHILL,던힐 아이웨어,2407138606
en,D,DUNO,두노,2311108383
en,D,DUNST,던스트,2406135487
en,D,DUOMO,두오모,2201047762
en,D,DUVETICA,듀베티카,2308100002
en,E,EASTERN EDITION,이스턴에디션,2406137286
en,E,EASTPAK,이스트팩,2301075277
en,E,EATCO,이토코,2312112298
en,E,EAU D`ITALIE,오디딸리,2402120513
en,E,ECCO,에코,2212074064
en,E,ECOALF,에콜프,2406134114
en,E,ECOMMAE,이콤마이,2108037863
en,E,EcoSmart Fire,에코스마트파이어,2310106544
en,E,EDWARD GREEN,에드워드 그린,2405131961
en,E,EENK,잉크,1811004112
en,E,EKHON,에콘,1911012028
en,E,ELEVENTY,일레븐티,2405131983
en,E,ELISABETTA FRANCHI,엘리자베타 프렌치,2303085174
en,E,ELIZABETH MOMENTS,엘리자베스 모먼트,2304085791
en,E,ELLI K,엘리케이,2401115705
en,E,EMILIO PUCCI,에밀리오 푸치,2301075515
en,E,EMPORIO ARMANI,엠포리오 아르마니,010000003422
en,E,EMPORIO ARMANI JUNIOR,엠포리오 아르마니 주니어,010000003427
en,E,EMPORIO ARMANI UNDERWEAR,엠포리오 아르마니 언더웨어,010000003426
en,E,EMPORIO ARMANI WATCH,엠포리오 아르마니 워치,2401115274
en,E,EN OR,엔오르,1911012306
en,E,ENFÖLD,엔폴드,2208062840
en,E,ENRICH,인리치,2203049910
en,E,ENTRE D'EUX,엉트르두,2302079246
en,E,EPIGRAM,에피그램,2209065755
en,E,EQUMAL,에크멀,2302079359
en,E,ERBORIAN,에르보리앙,2302079364
en,E,ERDEM,에르뎀,2407140713
en,E,ERMANNO SCERVINO,에르마노 설비노,2305091070
en,E,ESPOIR,에스쁘아,2211071240
en,E,ESTEE LAUDER,에스티로더,2207061180
en,E,ETATPUR,에타퓨르,2309102059
en,E,ETCH,에취,1811004108
en,E,ETRO,에트로,2212074066
en,E,ETUDES,에뛰드,2301077122
en,E,EVA SOLO,에바솔로,2210068322
en,E,EVISU,에비수,2406134104
en,E,EX NIHILO,엑스니힐로,2101027276
en,E,EXTREME CASHMERE,익스트림캐시미어,2302078637
en,E,PICK AND CHOOSE,에드몬드 스튜디오,2307095181
en,F,4GIVENESS,포기브니스,2305090975
en,F,F.R.S. FOR RESTLESS SLEEPERS,폴 레스트레스 슬리퍼스,2405132072
en,F,FABIANA FILIPPI,파비아나 필리피,2305090970
en,F,FACE FACTORY,페이스팩토리,2307095789
en,F,FAITH CONNEXION,페이션 커넥션,2303081176
en,F,FALCON ENAMELWARE,팔콘에나멜웨어,2301077300
en,F,FAME,페임,2405132003
en,F,FASHY,파쉬,2212074140
en,F,FATBOY,팻보이,2302077706
en,F,FAY,페이,2403121331
en,F,FAYEWOO,페이우,1811004122
en,F,FEAR OF GOD,피어오브갓,2212074129
en,F,FEATHERDOWN,페더다운,2210068608
en,F,FEDELI,페델리,2305090973
en,F,FELIX,펠릭스,2407139014
en,F,FELLOW,펠로우,2311107945
en,F,FEMMUE,파뮤,2206057365
en,F,FENDI,펜디,2212074500
en,F,FENDI KIDS,펜디 키즈,2301075838
en,F,FERRAGAMO WATCH,페라가모,2208063076
en,F,FFC,FFC,2406134084
en,F,FFROI,프루아,2210067183
en,F,FILA,휠라,2110040538
en,F,FILIPPA K,필리파 케이,2405131998
en,F,FILSON,필슨,2212074237
en,F,Finum,피넘,2312112302
en,F,FIRST BIKE,퍼스트바이크,2301077327
en,F,FISICO,피시코,2405132005
en,F,FITFLOP,핏플랍,2211070806
en,F,FIVEVIBE,파이브바이브,2302079351
en,F,FJALLRAVEN,피엘라벤,2208063562
en,F,FLENSTED MOBILES,플렌스테드모빌,2301076047
en,F,FLORIS LONDON,플로리스런던,2402120528
en,F,FLOWDONO,플로우도노,2302080512
en,F,FLOYD,플로이드,2307097026
en,F,FOLNUA,폴뉴아,2307096957
en,F,FONTANA MILANO,폰타나 밀라노 1915,010000003447
en,F,FOOTBALL STANDARD,풋볼스탠다드,2403124341
en,F,FOPPAPEDRETTI,포빠페드레띠,2405131072
en,F,FOR ME,폴미,2405128991
en,F,FOREVERYBARI,포에브리바리,2006019116
en,F,FORTE FORTE,포르테포르테,2301075214
en,F,FORZIERI,포지에리,2305090976
en,F,FOSSIL,파슬,2212074141
en,F,FRAGONARD,프라고나르,2308098323
en,F,FRAME,프레임,2305090977
en,F,FRANKLY!,프랭클리,2109040047
en,F,FRAY,프레이,2405132046
en,F,FRED PERRY,프레드페리,2303084440
en,F,FREDERIQUE CONSTANT,프레드릭 콘스탄트,2401116766
en,F,FREEPLUS,프리플러스,2302079375
en,F,FREITAG,프라이탁,2212074958
en,F,FRONT STREET 8,프론트 스트리트 8,2305090978
en,F,FRONTROW,프론트로우,2402118140
en,F,FRUI,프루이,2212073880
en,F,FTC CASHMERE,FTC 캐시미어,2405132043
en,F,FULL SWING,풀스윙,2306092287
en,F,FURLA,훌라,2305090984
en,F,FUTURETRO,퓨처레트로,2202049841
en,G,G-CUT,지컷,010000001354
en,G,G.H.BASS,바스,1911012097
en,G,G/FORE,지포어,2212074245
en,G,GALAXY,갤럭시,2308101085
en,G,GALLERY DEPT.,갤러리 디파트먼트,2301075295
en,G,GALLERY LIMAA,갤러리 리마,2212073889
en,G,GALLERY NAREE,나리화랑,2112045347
en,G,GALVIN GREEN,갈빈그린,2208061410
en,G,GANNI,가니,2212074502
en,G,GANT,간트,2406134105
en,G,GAP,갭,010000001373
en,G,GARMENT WORKSHOP,가먼트 워크샵,2405132015
en,G,GARMIN,가민,2207060993
en,G,GARRETT LEIGHT,가렛라이트,2405131969
en,G,GASTROBACK,가스트로박,2302079340
en,G,GAUDENZI,가우덴지,2405132081
en,G,GAUGE81,고쉬81,2401114310
en,G,Gc,Gc,2212073864
en,G,GCDS,지씨디에스,2301075519
en,G,GCDS KIDS,지씨디에스 키즈,2301075804
en,G,GEFU,게푸,2212072849
en,G,GEIGER,가이거,2212074271
en,G,GEMMA ALUS,젬마알루스,1911011888
en,G,GENABELLE,제나벨,2303084505
en,G,GENEVA,제네바,2009022357
en,G,GESGEP,제스젭,2211071243
en,G,GIA COUTURE,지아 쿠튀르,2305090960
en,G,GIABORGHINI,지아보르기니,2301075222
