product_code,gift_mgmt_nm,promo_no,promo_nm,gift_give_sel_cnt,gift_give_type_cd,gift_give_by_qty_yn,gift_mgmt_no
2307843519,[CM]디퓨저스틱 500ml,2409068906,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (500ml),0,20,Y,2300012653
2307843932,[멜린앤게츠] 쇼핑백 (중) 증정,2408068376,[추석선물/멜린앤게츠] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400018017
2307855053,[스위스퍼펙션] 스몰 페이퍼 백 증정,2408068601,[스위스퍼펙션] 전 구매 시 쇼핑백 증정,0,20,Y,2400017705
2308876480,"[엑스니힐로] 추천 오드퍼퓸 캔들,미스트2종증정",2408068049,[엑스니힐로] 가을 추천 향수 구매 시 사은품 증정,0,20,Y,2400017841
2309895825,[DGB] 라이트 블루 뿌르 옴므 오 인텐스 오 드 퍼퓸 1.5ml,2408068343,[추석선물/돌체앤가바나뷰티] 해당 상품 구매시 사은품 증정,0,20,Y,2400017972
2309895837,[DGB] 라이트 블루 오 드 뚜왈렛 1.5ml,2408068357,[추석선물/돌체앤가바나뷰티] 해당 상품 구매시 사은품 증정,0,20,Y,2400017976
2309895838,[DGB] 라이트 블루 뿌르 옴므 오 인텐스 오 드 퍼퓸 1.5ml,2408068343,[추석선물/돌체앤가바나뷰티] 해당 상품 구매시 사은품 증정,0,20,Y,2400017972
2309902248,[바이레도] 바디제품 펌프 증정 / 6204971064 (14),2401056827,[바이레도] 해당 상품 구매 시 사은품 증정,0,20,Y,2300012855
2310918014,[LM] 쇼핑백 S,2408068360,[추석선물/로라메르시에] 해당 상품 구매시 사은품 증정,0,20,Y,2400017973
2310920478,[LP/JLS]  쇼핑백 S + 리본,2408068348,[추석선물/조러브스] 해당 상품 구매시 사은품 증정,0,20,Y,2400017975
2310920479,[LP/JLS]  쇼핑백 S + 리본,2408068348,[추석선물/조러브스] 해당 상품 구매시 사은품 증정,0,20,Y,2400017975
2310921934,[LP/오리베] 쇼핑백 L,2408068347,[추석선물/오리베] 해당 상품 구매시 사은품 증정,0,20,Y,2400016559
2310922444,[로이비] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 증정,2408068377,[추석선물/로이비] 해당 제품 구매 시 사은품 증정,0,20,Y,2400017777
2310922444,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2310922445,[로이비] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 증정,2408068377,[추석선물/로이비] 해당 제품 구매 시 사은품 증정,0,20,Y,2400017777
2310922445,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2310923853,"[아이엠] 추석대전 쇼핑백, 샘플 2매 증정",2408068588,[아이엠] 세트상품 구매 시 사은품 증정,0,20,Y,2400018027
2310923861,"[아이엠] 추석대전 쇼핑백, 샘플 2매 증정",2408068588,[아이엠] 세트상품 구매 시 사은품 증정,0,20,Y,2400018027
2310923864,"[아이엠] 추석대전 쇼핑백, 샘플 2매 증정",2408068588,[아이엠] 세트상품 구매 시 사은품 증정,0,20,Y,2400018027
2311004146,[DGB] 디보션 오 드 퍼퓸 1.5ml,2408068359,[추석선물/돌체앤가바나뷰티] 해당 상품 구매시 사은품 증정,0,20,Y,2400017978
2311991324,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991326,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991336,[LP] 쇼핑백 (소),2408068298,[추석선물/라페르바] 해당 상품 구매시 사은품 증정,0,20,Y,2400016576
2311991337,[LP] 쇼핑백 (소),2408068298,[추석선물/라페르바] 해당 상품 구매시 사은품 증정,0,20,Y,2400016576
2311991338,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991342,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991343,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991344,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991346,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991349,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311991354,[LP] 쇼핑백 (소),2408068298,[추석선물/라페르바] 해당 상품 구매시 사은품 증정,0,20,Y,2400016576
2311991357,[LP/수잔카프만] 쇼핑백,2408068299,[라페르바/수잔카프만] 해당 상품 구매시 사은품 증정,0,20,Y,2400016561
2311993053,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2311993184,[디에스앤더가] 100ml & 디럭스 구매 시 오토 2종,2408068572,[디에스앤더가] 100ml &amp; 디럭스 박스 세트 구매 시 사은품 증정,0,20,Y,2400018036
2311999931,[디에스앤더가] 바디 구매시 1.5ml,2408068576,[디에스앤더가] 바디 제품 구매 시 사은품 증정,0,20,Y,2400018035
2311999935,[디에스앤더가] 바디 구매시 1.5ml,2408068576,[디에스앤더가] 바디 제품 구매 시 사은품 증정,0,20,Y,2400018035
2312010716,[CM]디퓨저스틱 250ml,2409068907,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (250ml),0,20,Y,2300012652
2312010717,[CM]디퓨저스틱 500ml,2409068906,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (500ml),0,20,Y,2300012653
2312010718,[CM]디퓨저스틱 250ml,2409068907,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (250ml),0,20,Y,2300012652
2312010719,[CM]디퓨저스틱 500ml,2409068906,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (500ml),0,20,Y,2300012653
2312045304,[DV]OI 펌프 280ml,2312055895,[다비네스] 해당 제품 구매시 펌프 증정,0,20,Y,2300012341
2401110713,[스위스퍼펙션] 스몰 페이퍼 백 증정,2408068601,[스위스퍼펙션] 전 구매 시 쇼핑백 증정,0,20,Y,2400017705
2401137627,[LP/오리베] 쇼핑백 L,2408068347,[추석선물/오리베] 해당 상품 구매시 사은품 증정,0,20,Y,2400016559
2401137907,[HG] 배니쉬 에어브러쉬 프라이머 - 사셰,2408068338,[추석선물/아워글래스] 해당 상품 구매시 사은품 증정,0,20,Y,2400017969
2401161869,[로에베퍼퓸] 쇼핑백 SMALL 증정,2408067919,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017300
2401161869,[로에베] 파울라 이비자 노트북 폴라스 증정 (150개 한정),2408068106,[로에베퍼퓸] 베스트셀러 구매 시 사은품 증정,0,20,Y,2400017068
2401161889,[로에베퍼퓸] 쇼핑백 SMALL 증정,2408067919,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017300
2401161907,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161908,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161909,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161910,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161912,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161912,[로에베] 파울라 이비자 노트북 폴라스 증정 (150개 한정),2408068106,[로에베퍼퓸] 베스트셀러 구매 시 사은품 증정,0,20,Y,2400017068
2401161913,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161914,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161914,[로에베] 파울라 이비자 노트북 폴라스 증정 (150개 한정),2408068106,[로에베퍼퓸] 베스트셀러 구매 시 사은품 증정,0,20,Y,2400017068
2401161917,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161918,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2401161919,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2401161922,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2401161923,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161923,[로에베] 파울라 이비자 노트북 폴라스 증정 (150개 한정),2408068106,[로에베퍼퓸] 베스트셀러 구매 시 사은품 증정,0,20,Y,2400017068
2401161929,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161930,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2401161931,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2401161941,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401161943,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2401162658,[로이비] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 증정,2408068377,[추석선물/로이비] 해당 제품 구매 시 사은품 증정,0,20,Y,2400017777
2401162658,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2401162659,[로이비] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 증정,2408068377,[추석선물/로이비] 해당 제품 구매 시 사은품 증정,0,20,Y,2400017777
2401162659,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2401179529,[로이비] LV 쇼핑백(basic) 증정,2409068949,[로이비] 전 구매 시 쇼핑백 증정,0,20,Y,2400017856
2401237588,[MG] 473ML 퍼프,2403060032,[멜린앤게츠] 해당 상품 구매시 펌프 증정,0,20,Y,2400015882
2401237590,[MG] 473ML 퍼프,2403060032,[멜린앤게츠] 해당 상품 구매시 펌프 증정,0,20,Y,2400015882
2401237595,[MG] 473ML 퍼프,2403060032,[멜린앤게츠] 해당 상품 구매시 펌프 증정,0,20,Y,2400015882
2402288974,"[아이엠] 추석대전 쇼핑백, 샘플 2매 증정",2408068588,[아이엠] 세트상품 구매 시 사은품 증정,0,20,Y,2400018027
2402328213,[CM]디퓨저스틱 250ml,2409068907,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (250ml),0,20,Y,2300012652
2402334407,[DGB] 디보션 볼륨 앤 리프트 마스카라 - 01 블랙 -mini,2408068344,[추석선물/돌체앤가바나뷰티] 해당 상품 구매시 사은품 증정,0,20,Y,2400016942
2404818165,[로에베퍼퓸] 쇼핑백 SMALL 증정,2408067919,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017300
2404818165,[로에베] 파울라 이비자 노트북 폴라스 증정 (150개 한정),2408068106,[로에베퍼퓸] 베스트셀러 구매 시 사은품 증정,0,20,Y,2400017068
2404845207,[스위스퍼펙션] 스몰 페이퍼 백 증정,2408068601,[스위스퍼펙션] 전 구매 시 쇼핑백 증정,0,20,Y,2400017705
2404847910,[연작] 세트 구매시 전초 마스크 3매 증정,2408068042,[연작] 세트 상품 구매 시 사은품 증정,0,20,Y,2400017844
2404847910,[연작] 트리오 세트 구매 시 쇼핑백 (중),2408068586,[연작] 세트상품 구매 시 쇼핑백 증정,0,20,Y,2400018026
2404899476,[LP/오리베] 쇼핑백 L,2408068347,[추석선물/오리베] 해당 상품 구매시 사은품 증정,0,20,Y,2400016559
2404933627,[로에베퍼퓸] 쇼핑백 MEDIUM + 센티드 미니 솝 오레가노 (150개 한정),2408067920,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 및 사은품 증정,0,20,Y,2400017790
2405116837,[로에베퍼퓸] 쇼핑백 MEDIUM + 센티드 미니 솝 오레가노 (150개 한정),2408067920,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 및 사은품 증정,0,20,Y,2400017790
2405121752,[LP/CT] 디퓨저 스틱 - 500ml (람보르기니 전용),2406064754,[쿨티밀라노] 디퓨저 스틱 증정 (500ml - 람보르기니 전용),0,20,Y,2400017062
2405121753,[LP/CT] 디퓨저 스틱 - 1000ml (람보르기니 전용),2406064753,[쿨티밀라노] 디퓨저 스틱 증정 (1000ml - 람보르기니 전용),0,20,Y,2400017061
2405158548,[로에베퍼퓸] 쇼핑백 SMALL 증정,2408067919,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017300
2405218682,[로에베퍼퓸] 쇼핑백 MEDIUM + 센티드 미니 솝 오레가노 (150개 한정),2408067920,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 및 사은품 증정,0,20,Y,2400017790
2406267447,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406267448,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2406267449,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2406267450,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406267452,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406267458,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406267459,[로에베퍼퓸] 스퀘어 쇼핑백 증정,2408068105,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017304
2406268861,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406268866,[로에베퍼퓸] 스몰 캔들 쇼핑백 증정,2408067921,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 증정,0,20,Y,2400017302
2406384970,[딥티크] 플레르드뽀 2ml + 벨벳 핸드로션 10ml 증정,2408068468,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018010
2406427606,[스위스퍼펙션] 스몰 페이퍼 백 증정,2408068601,[스위스퍼펙션] 전 구매 시 쇼핑백 증정,0,20,Y,2400017705
2406480222,[HG] 배니쉬 프라이머 - 사셰 +  퍼프 세트,2408068339,[추석선물/아워글래스] 해당 상품 구매시 사은품 증정,0,20,Y,2400017971
2407517697,[연작] 세트 구매시 전초 마스크 3매 증정,2408068042,[연작] 세트 상품 구매 시 사은품 증정,0,20,Y,2400017844
2407681215,[딥티크] 벨벳 핸드로션 10ml 증정,2408068484,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018011
2407681216,[딥티크] 플레르드뽀 2ml 증정,2408068483,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400017525
2407681217,[딥티크] 벨벳 핸드로션 10ml 증정,2408068484,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018011
2407681598,[딥티크] 벨벳 핸드로션 10ml 증정,2408068484,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018011
2408072539,[CM]디퓨저스틱 500ml,2409068906,[쿨티밀라노] 해당 상품 구매 시 디퓨저 스틱 증정 (500ml),0,20,Y,2300012653
2408099038,[딥티크] 도손 듀오 + 플뽀 듀오 + 백태그,2409068899,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018009
2408099039,[딥티크] 도손 듀오 + 플뽀 듀오 + 백태그,2409068899,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018009
2408099042,[딥티크] 도손 듀오 + 플뽀 듀오 + 백태그,2409069107,[딥티크] 해당 상품 구매 시 사은품 증정,0,20,Y,2400018009
2408807041,[로에베퍼퓸] 쇼핑백 MEDIUM + 센티드 미니 솝 오레가노 (150개 한정),2408067920,[로에베퍼퓸] 해당 상품 구매 시 쇼핑백 및 사은품 증정,0,20,Y,2400017790
