gift_mgmt_no,gift_goods_dtl_no,gift_limit_qty,vir_vend_no,gift_limit_qty_mng_yn,goods_nm,goods_no,item_nm,gift_goods_nm,gift_limit_rest_qt,item_no,cmps_qty
2400016561,2400027522,0,VV10000001,N,*LP_SK 쇼핑백 25x12x32cm,2310909435,*LP_SK 쇼핑백 25x12x32cm,*LP_SK 쇼핑백 25x12x32cm,0,61099707902,1
2400016561,2400027522,0,VV10000001,N,*LP_SK 쇼핑백 25x12x32cm,2310909435,*LP_SK 쇼핑백 25x12x32cm,*LP_SK 쇼핑백 25x12x32cm,0,61099707902,1
2400016576,2400027554,0,VV10000001,N,[사은품] LP_쇼핑백(소),6105911022,[사은품] LP_쇼핑백(소),[사은품] LP_쇼핑백(소),0,6105911022,1
2400016561,2400027522,0,VV10000001,N,*LP_SK 쇼핑백 25x12x32cm,2310909435,*LP_SK 쇼핑백 25x12x32cm,*LP_SK 쇼핑백 25x12x32cm,0,61099707902,1
2400017856,2400030132,0,VV10000001,N,LV 쇼핑백(basic),2303712167,LV 쇼핑백(basic),LV 쇼핑백(basic),0,C7099707008,1
2400018036,2400030374,0,VV10000001,N,[사은품] 와일드 브루클린 라벤더 오토 프래그런스,2408868182,00 아이씨/F,[사은품] 와일드 브루클린 라벤더 오토 프래그런스 00 아이씨/F,0,CR24950000100,1
2400018036,2400030373,0,VV10000001,N,빅 서 애프터 레인 오토 프래그런스,2207525982,화이트/F,빅 서 애프터 레인 오토 프래그런스 화이트/F,0,CR12950000100,1
2400018035,2400030376,0,VV10000001,N,[사은품] 코리앤더 오 드 퍼퓸 1.5ml,2207526012,클리어/F,[사은품] 코리앤더 오 드 퍼퓸 1.5ml 클리어/F,0,CR22936002400,1
2400018035,2400030376,0,VV10000001,N,[사은품] 코리앤더 오 드 퍼퓸 1.5ml,2207526012,클리어/F,[사은품] 코리앤더 오 드 퍼퓸 1.5ml 클리어/F,0,CR22936002400,1
2300012652,2300019902,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml,2307847004,250ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml 250ml/F,0,6133965004600,1
2300012653,2300019903,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml,2307847005,500ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml 500ml/F,0,6133965004800,1
2300012652,2300019902,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml,2307847004,250ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml 250ml/F,0,6133965004600,1
2300012653,2300019903,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml,2307847005,500ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml 500ml/F,0,6133965004800,1
2300012341,2300019275,0,VV10000001,N,[DV]OI 펌프 280ml,2302682559,[DV]OI 펌프 280ml,[DV]OI 펌프 280ml,0,CQ099706950,1
2400017705,2400029783,0,VV10000001,N,SP_P) 스몰 페이퍼 백 (국내) 22,2406346151,SP_P) 스몰 페이퍼 백 (국내) 22,SP_P) 스몰 페이퍼 백 (국내) 22,0,CY099708801,1
2400016559,2400027520,0,VV10000001,N,*LP_ORB 쇼핑백 - 라지,2206509161,*LP_ORB 쇼핑백 - 라지,*LP_ORB 쇼핑백 - 라지,0,61099705703,1
2400017969,2400030282,0,VV10000001,N,[사은품] 배니쉬 에어브러쉬 프라이머 - 사셰,2408059324,그레이/F,[사은품] 배니쉬 에어브러쉬 프라이머 - 사셰 그레이/F,0,6834921000100,1
2400017300,2400029060,0,VV10000001,N,[온라인] 로에베 쇼핑백 SMALL,2403723511,[온라인] 로에베 쇼핑백 SMALL,[온라인] 로에베 쇼핑백 SMALL,0,CE099708478,1
2400017068,2400028681,150,VV10000001,Y,로에베 노트북 폴라스 24 (X25),2404860911,로에베 노트북 폴라스 24 (X25),로에베 노트북 폴라스 24 (X25),110,CE099708574,1
2400017300,2400029060,0,VV10000001,N,[온라인] 로에베 쇼핑백 SMALL,2403723511,[온라인] 로에베 쇼핑백 SMALL,[온라인] 로에베 쇼핑백 SMALL,0,CE099708478,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017068,2400028681,150,VV10000001,Y,로에베 노트북 폴라스 24 (X25),2404860911,로에베 노트북 폴라스 24 (X25),로에베 노트북 폴라스 24 (X25),110,CE099708574,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017068,2400028681,150,VV10000001,Y,로에베 노트북 폴라스 24 (X25),2404860911,로에베 노트북 폴라스 24 (X25),로에베 노트북 폴라스 24 (X25),110,CE099708574,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017068,2400028681,150,VV10000001,Y,로에베 노트북 폴라스 24 (X25),2404860911,로에베 노트북 폴라스 24 (X25),로에베 노트북 폴라스 24 (X25),110,CE099708574,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017777,2400030011,0,VV10000001,N,[사은품] 퍼퓸드헤어2종샤셰 베르가못 (각10ml),2307840099,클리어/F,[사은품] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 클리어/F,0,C733911000200,1
2400017856,2400030132,0,VV10000001,N,LV 쇼핑백(basic),2303712167,LV 쇼핑백(basic),LV 쇼핑백(basic),0,C7099707008,1
2400017777,2400030011,0,VV10000001,N,[사은품] 퍼퓸드헤어2종샤셰 베르가못 (각10ml),2307840099,클리어/F,[사은품] 퍼퓸드헤어2종샤셰 베르가못 (각10ml) 클리어/F,0,C733911000200,1
2400017856,2400030132,0,VV10000001,N,LV 쇼핑백(basic),2303712167,LV 쇼핑백(basic),LV 쇼핑백(basic),0,C7099707008,1
2400017856,2400030132,0,VV10000001,N,LV 쇼핑백(basic),2303712167,LV 쇼핑백(basic),LV 쇼핑백(basic),0,C7099707008,1
2400015882,2400026335,0,VV10000001,N,MG 473ml 펌프,2203481317,MG 473ml 펌프,MG 473ml 펌프,0,CU099705574,1
2400015882,2400026335,0,VV10000001,N,MG 473ml 펌프,2203481317,MG 473ml 펌프,MG 473ml 펌프,0,CU099705574,1
2400015882,2400026335,0,VV10000001,N,MG 473ml 펌프,2203481317,MG 473ml 펌프,MG 473ml 펌프,0,CU099705574,1
2400018027,2400030388,0,VV10000001,N,[사은품][아이엠]데미지드 헤어리페어마스크 N1 3ml,2405148794,N1/F,[사은품][아이엠]데미지드 헤어리페어마스크 N1 3ml N1/F,0,CX24934000100,2
2400018027,2400030389,0,VV10000001,N,IAM 쇼핑백,2208548990,IAM 쇼핑백,IAM 쇼핑백,0,CX099705925,1
2300012652,2300019902,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml,2307847004,250ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 250ml 250ml/F,0,6133965004600,1
2400016942,2400028381,100,VV10000001,N,[사은품] 디보션 볼륨 앤 리프트 마스카라 - 01 블랙 -mini (매,2404916265,블랙/F,[사은품] 디보션 볼륨 앤 리프트 마스카라 - 01 블랙 -mini (매 블랙/F,63,CB34922000100,1
2400017300,2400029060,0,VV10000001,N,[온라인] 로에베 쇼핑백 SMALL,2403723511,[온라인] 로에베 쇼핑백 SMALL,[온라인] 로에베 쇼핑백 SMALL,0,CE099708478,1
2400017068,2400028681,150,VV10000001,Y,로에베 노트북 폴라스 24 (X25),2404860911,로에베 노트북 폴라스 24 (X25),로에베 노트북 폴라스 24 (X25),110,CE099708574,1
2400017705,2400029783,0,VV10000001,N,SP_P) 스몰 페이퍼 백 (국내) 22,2406346151,SP_P) 스몰 페이퍼 백 (국내) 22,SP_P) 스몰 페이퍼 백 (국내) 22,0,CY099708801,1
2400017844,2400030083,1200,VV10000001,Y,[사은품] 전초 컨센트레이트 마스크 (1매),2108395604,골드/F,[사은품] 전초 컨센트레이트 마스크 (1매) 골드/F,825,C231914000200,3
2400018026,2400030391,0,VV10000001,N,YJ 쇼핑백(중),2308870157,YJ 쇼핑백(중),YJ 쇼핑백(중),0,C2099707671,1
2400016559,2400027520,0,VV10000001,N,*LP_ORB 쇼핑백 - 라지,2206509161,*LP_ORB 쇼핑백 - 라지,*LP_ORB 쇼핑백 - 라지,0,61099705703,1
2400017790,2400030023,0,VV10000001,N,[온라인] 로에베 쇼핑백 MEDIUM,2403723512,[온라인] 로에베 쇼핑백 MEDIUM,[온라인] 로에베 쇼핑백 MEDIUM,0,CE099708479,1
2400017790,2400030020,150,VV10000001,Y,[사은품] 로에베 오레가노 센티드 미니 솝,2403538256,00 아이씨/F,[사은품] 로에베 오레가노 센티드 미니 솝 00 아이씨/F,124,CE24919000100,1
2400017790,2400030023,0,VV10000001,N,[온라인] 로에베 쇼핑백 MEDIUM,2403723512,[온라인] 로에베 쇼핑백 MEDIUM,[온라인] 로에베 쇼핑백 MEDIUM,0,CE099708479,1
2400017790,2400030020,150,VV10000001,Y,[사은품] 로에베 오레가노 센티드 미니 솝,2403538256,00 아이씨/F,[사은품] 로에베 오레가노 센티드 미니 솝 00 아이씨/F,124,CE24919000100,1
2400017062,2400028668,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml (람보르기니 전용),2406379799,골드/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml (람보르기니 전용) 골드/F,0,6134965002500,1
2400017061,2400028669,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 1000ml (람보르기니 전용),2406379798,골드/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 1000ml (람보르기니 전용) 골드/F,0,6134965002400,1
2400017300,2400029060,0,VV10000001,N,[온라인] 로에베 쇼핑백 SMALL,2403723511,[온라인] 로에베 쇼핑백 SMALL,[온라인] 로에베 쇼핑백 SMALL,0,CE099708478,1
2400017790,2400030023,0,VV10000001,N,[온라인] 로에베 쇼핑백 MEDIUM,2403723512,[온라인] 로에베 쇼핑백 MEDIUM,[온라인] 로에베 쇼핑백 MEDIUM,0,CE099708479,1
2400017790,2400030020,150,VV10000001,Y,[사은품] 로에베 오레가노 센티드 미니 솝,2403538256,00 아이씨/F,[사은품] 로에베 오레가노 센티드 미니 솝 00 아이씨/F,124,CE24919000100,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017304,2400029064,0,VV10000001,N,[온라인] 로에베 쇼핑백 스퀘어,2403725292,[온라인] 로에베 쇼핑백 스퀘어,[온라인] 로에베 쇼핑백 스퀘어,0,CE099708516,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400017302,2400029062,0,VV10000001,N,[사은품] 로에베 스몰 캔들 쇼핑백,2403725290,[사은품] 로에베 스몰 캔들 쇼핑백,[사은품] 로에베 스몰 캔들 쇼핑백,0,CE099708514,1
2400018010,2400030329,0,VV10000001,N,[사은품][딥티크] 벨벳 핸드로션 10ml,2308876919,투명/F,[사은품][딥티크] 벨벳 핸드로션 10ml 투명/F,0,6533932000400,1
2400018010,2400030328,0,VV10000001,N,[사은품][딥티크] 오 드 퍼퓸 플레르드뽀 2ml,2303701165,클리어/F,[사은품][딥티크] 오 드 퍼퓸 플레르드뽀 2ml 클리어/F,0,6532961000800,1
2400017705,2400029783,0,VV10000001,N,SP_P) 스몰 페이퍼 백 (국내) 22,2406346151,SP_P) 스몰 페이퍼 백 (국내) 22,SP_P) 스몰 페이퍼 백 (국내) 22,0,CY099708801,1
2400017971,2400030287,0,VV10000001,N,[사은품] 배니쉬 에어브러쉬 프라이머 - 사셰,2408059324,그레이/F,[사은품] 배니쉬 에어브러쉬 프라이머 - 사셰 그레이/F,0,6834921000100,1
2400017971,2400030286,0,VV10000001,N,HG 파운데이션 퍼프 세트,2208541560,HG 파운데이션 퍼프 세트,HG 파운데이션 퍼프 세트,0,68099705846,1
2400017844,2400030083,1200,VV10000001,Y,[사은품] 전초 컨센트레이트 마스크 (1매),2108395604,골드/F,[사은품] 전초 컨센트레이트 마스크 (1매) 골드/F,825,C231914000200,3
2400018011,2400030330,0,VV10000001,N,[사은품][딥티크] 벨벳 핸드로션 10ml,2308876919,투명/F,[사은품][딥티크] 벨벳 핸드로션 10ml 투명/F,0,6533932000400,1
2400017525,2400029459,0,VV10000001,N,[사은품][딥티크] 오 드 퍼퓸 플레르드뽀 2ml,2303701165,클리어/F,[사은품][딥티크] 오 드 퍼퓸 플레르드뽀 2ml 클리어/F,0,6532961000800,1
2400018011,2400030330,0,VV10000001,N,[사은품][딥티크] 벨벳 핸드로션 10ml,2308876919,투명/F,[사은품][딥티크] 벨벳 핸드로션 10ml 투명/F,0,6533932000400,1
2400018011,2400030330,0,VV10000001,N,[사은품][딥티크] 벨벳 핸드로션 10ml,2308876919,투명/F,[사은품][딥티크] 벨벳 핸드로션 10ml 투명/F,0,6533932000400,1
2300012653,2300019903,0,VV10000001,N,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml,2307847005,500ml/F,[사은품][쿨티밀라노] 디퓨저 스틱 - 500ml 500ml/F,0,6133965004800,1
2400018009,2400030327,0,VV10000001,N,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트,2308872468,투명/F,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트 투명/F,0,6533962001100,1
2400018009,2400030326,0,VV10000001,N,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트,2308872466,투명/F,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트 투명/F,0,6533962000700,1
2400018009,2400030325,0,VV10000001,N,[DTQ] Bag tag Oval,2009301400,[DTQ] Bag tag Oval,[DTQ] Bag tag Oval,0,65099703945,1
2400018009,2400030327,0,VV10000001,N,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트,2308872468,투명/F,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트 투명/F,0,6533962001100,1
2400018009,2400030326,0,VV10000001,N,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트,2308872466,투명/F,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트 투명/F,0,6533962000700,1
2400018009,2400030325,0,VV10000001,N,[DTQ] Bag tag Oval,2009301400,[DTQ] Bag tag Oval,[DTQ] Bag tag Oval,0,65099703945,1
2400018009,2400030327,0,VV10000001,N,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트,2308872468,투명/F,[사은품] EDP 플레르드뽀 2ml + 바디 밤 10ml 듀오 세트 투명/F,0,6533962001100,1
2400018009,2400030326,0,VV10000001,N,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트,2308872466,투명/F,[사은품] EDP 도손 2ml + 샤워오일 도손 10ml 듀오 세트 투명/F,0,6533962000700,1
2400018009,2400030325,0,VV10000001,N,[DTQ] Bag tag Oval,2009301400,[DTQ] Bag tag Oval,[DTQ] Bag tag Oval,0,65099703945,1
2400017790,2400030023,0,VV10000001,N,[온라인] 로에베 쇼핑백 MEDIUM,2403723512,[온라인] 로에베 쇼핑백 MEDIUM,[온라인] 로에베 쇼핑백 MEDIUM,0,CE099708479,1
2400017790,2400030020,150,VV10000001,Y,[사은품] 로에베 오레가노 센티드 미니 솝,2403538256,00 아이씨/F,[사은품] 로에베 오레가노 센티드 미니 솝 00 아이씨/F,124,CE24919000100,1
