product_code,deli_cost_form_cd,deli_cost_poli_no,st_amt,deli_cost_unit_qty,city_exp_deli_cost,ret_deli_cost,prepay_permit_form_cd,deli_cost_amt 
2304751293,10,0000368816,50000,0,0,4000,,4000
2304751350,10,0000368643,1,0,0,5000,,5000
2304751351,10,0000368643,1,0,0,5000,,5000
2304751409,10,0000368816,50000,0,0,4000,,4000
2304751482,10,0000368816,50000,0,0,4000,,4000
2304751483,10,0000368816,50000,0,0,4000,,4000
2304751492,10,0000368816,50000,0,0,4000,,4000
2304751493,10,0000368816,50000,0,0,4000,,4000
2304751494,10,0000368816,50000,0,0,4000,,4000
2304751516,10,0000368816,50000,0,0,4000,,4000
2304751766,10,0000364127,50000,0,0,3000,,3000
2304751800,10,0000364127,50000,0,0,3000,,3000
2304751822,10,0000367763,50000,0,0,3500,,3500
2304751959,10,0000368464,30000,0,0,3000,,3000
2304751964,10,0000368464,30000,0,0,3000,,3000
2304751965,10,0000368464,30000,0,0,3000,,3000
2304752279,10,0000367523,30000,0,0,2500,,2500
2304752280,10,0000367523,30000,0,0,2500,,2500
2304752281,10,0000367523,30000,0,0,2500,,2500
2304752529,10,0000368464,30000,0,0,3000,,3000
2304752531,10,0000368464,30000,0,0,3000,,3000
2304752535,10,0000368464,30000,0,0,3000,,3000
2304752536,10,0000368464,30000,0,0,3000,,3000
2304752537,10,0000368464,30000,0,0,3000,,3000
2304752624,10,0000368816,50000,0,0,4000,,4000
2304753119,10,0000368816,50000,0,0,4000,,4000
2304753137,10,0000368816,50000,0,0,4000,,4000
2304753184,10,0000368816,50000,0,0,4000,,4000
2304753206,10,0000368816,50000,0,0,4000,,4000
2304753267,10,0000368816,50000,0,0,4000,,4000
2304753270,10,0000368816,50000,0,0,4000,,4000
2304753318,10,0000364622,1,0,0,3000,,3000
2304753380,10,0000368816,50000,0,0,4000,,4000
2304753382,10,0000368816,50000,0,0,4000,,4000
2304753383,10,0000368816,50000,0,0,4000,,4000
2304753389,10,0000368816,50000,0,0,4000,,4000
2304753433,10,0000368816,50000,0,0,4000,,4000
2304753700,10,0000368816,50000,0,0,4000,,4000
2304753701,10,0000368816,50000,0,0,4000,,4000
2304753840,10,0000368816,50000,0,0,4000,,4000
2304753843,10,0000367182,0,0,0,100000,,0
2304753897,10,0000368816,50000,0,0,4000,,4000
2304754139,10,0000000001,40000,0,0,3000,,3000
2304754146,10,0000000001,40000,0,0,3000,,3000
2304754149,10,0000000001,40000,0,0,3000,,3000
2304754162,10,0000368816,50000,0,0,4000,,4000
2304754182,10,0000368816,50000,0,0,4000,,4000
2304754183,10,0000368816,50000,0,0,4000,,4000
2304754185,10,0000368816,50000,0,0,4000,,4000
2304754186,10,0000368816,50000,0,0,4000,,4000
2304754187,10,0000368816,50000,0,0,4000,,4000
2304754193,10,0000368816,50000,0,0,4000,,4000
2304754202,10,0000368816,50000,0,0,4000,,4000
2304754205,10,0000368816,50000,0,0,4000,,4000
2304754206,10,0000368816,50000,0,0,4000,,4000
2304754646,10,0000368816,50000,0,0,4000,,4000
2304754665,10,0000368816,50000,0,0,4000,,4000
2304754696,10,0000368816,50000,0,0,4000,,4000
2304754703,10,0000368816,50000,0,0,4000,,4000
2304754705,10,0000368816,50000,0,0,4000,,4000
2304754732,10,0000368816,50000,0,0,4000,,4000
2304754745,10,0000368816,50000,0,0,4000,,4000
2304754758,10,0000368816,50000,0,0,4000,,4000
2304754759,10,0000368816,50000,0,0,4000,,4000
2304754760,10,0000368816,50000,0,0,4000,,4000
2304754868,10,0000368816,50000,0,0,4000,,4000
2304755347,10,0000368816,50000,0,0,4000,,4000
2304755767,10,0000368816,50000,0,0,4000,,4000
2304755768,10,0000368816,50000,0,0,4000,,4000
2304756190,10,0000367910,30000,0,0,3000,,3000
2304756199,10,0000370263,0,0,0,3000,,3000
2304756200,10,0000370263,0,0,0,3000,,3000
2304756201,10,0000370263,0,0,0,3000,,3000
2304756202,10,0000370263,0,0,0,3000,,3000
2304756206,10,0000367910,30000,0,0,3000,,3000
2304756207,10,0000367910,30000,0,0,3000,,3000
2304756218,10,0000367523,30000,0,0,2500,,2500
2304756266,10,0000368891,40000,0,0,3000,,3000
2304756366,10,0000368816,50000,0,0,4000,,4000
2304756381,10,0000368816,50000,0,0,4000,,4000
2304756525,10,0000368816,50000,0,0,4000,,4000
2304756600,10,0000368816,50000,0,0,4000,,4000
2304756603,10,0000368816,50000,0,0,4000,,4000
2304756998,10,0000368816,50000,0,0,4000,,4000
2304757047,10,0000368816,50000,0,0,4000,,4000
2304757288,10,0000368816,50000,0,0,4000,,4000
2304757290,10,0000368816,50000,0,0,4000,,4000
2304757403,10,0000368816,50000,0,0,4000,,4000
2304757404,10,0000368816,50000,0,0,4000,,4000
2304757405,10,0000368816,50000,0,0,4000,,4000
2304757406,10,0000368816,50000,0,0,4000,,4000
2304757411,10,0000368816,50000,0,0,4000,,4000
2304757458,10,0000368816,50000,0,0,4000,,4000
2304757533,10,0000368905,50000,0,0,0,,3000
2304757534,10,0000368905,50000,0,0,0,,3000
2304757537,10,0000368905,50000,0,0,0,,3000
2304757538,10,0000368905,50000,0,0,0,,3000
2304757539,10,0000368905,50000,0,0,0,,3000
2304757540,10,0000368905,50000,0,0,0,,3000
2304757541,10,0000368905,50000,0,0,0,,3000
2304757542,10,0000368905,50000,0,0,0,,3000
2304757591,10,0000368905,50000,0,0,0,,3000
2304757594,10,0000368905,50000,0,0,0,,3000
2304758023,10,0000368816,50000,0,0,4000,,4000
2304758026,10,0000368816,50000,0,0,4000,,4000
2304758229,10,0000368816,50000,0,0,4000,,4000
2304758584,10,0000368816,50000,0,0,4000,,4000
2304759043,10,0000368816,50000,0,0,4000,,4000
2304759100,10,0000368816,50000,0,0,4000,,4000
2304759108,10,0000366322,50000,0,0,3500,,3500
2304759111,10,0000368816,50000,0,0,4000,,4000
2304759247,10,0000366322,50000,0,0,3500,,3500
2304759295,10,0000368816,50000,0,0,4000,,4000
2304759321,10,0000366322,50000,0,0,3500,,3500
2304759405,10,0000366322,50000,0,0,3500,,3500
2304759711,10,0000368816,50000,0,0,4000,,4000
2304759712,10,0000368816,50000,0,0,4000,,4000
2304759820,10,0000368816,50000,0,0,4000,,4000
2304759880,10,0000366322,50000,0,0,3500,,3500
2304759883,10,0000366322,50000,0,0,3500,,3500
2304759887,10,0000366322,50000,0,0,3500,,3500
2304759889,10,0000366322,50000,0,0,3500,,3500
2304760222,10,0000368524,50000,0,0,2500,,2500
2304760449,10,0000368539,30000,0,0,5000,,2500
2304760506,10,0000367523,30000,0,0,2500,,2500
2304760539,10,0000368525,0,0,0,8000,,0
2304760542,10,0000368525,0,0,0,8000,,0
2304760543,10,0000368525,0,0,0,8000,,0
2304760608,10,0000369005,30000,0,0,2500,,2500
2304760618,10,0000369005,30000,0,0,2500,,2500
2304760619,10,0000369005,30000,0,0,2500,,2500
2304760645,10,0000368508,0,0,0,6000,,0
2304760669,10,0000369005,30000,0,0,2500,,2500
2304760811,10,0000000001,40000,0,0,3000,,3000
2304760812,10,0000000001,40000,0,0,3000,,3000
2304760813,10,0000000001,40000,0,0,3000,,3000
2304760814,10,0000000001,40000,0,0,3000,,3000
2304760815,10,0000000001,40000,0,0,3000,,3000
2304760816,10,0000000001,40000,0,0,3000,,3000
2304760859,10,0000369026,50000,0,0,4000,,4000
2304760880,10,0000369026,50000,0,0,4000,,4000
2304760881,10,0000369026,50000,0,0,4000,,4000
2304760922,10,0000369026,50000,0,0,4000,,4000
2304760942,10,0000369026,50000,0,0,4000,,4000
2304760953,10,0000369026,50000,0,0,4000,,4000
2304760991,10,0000369026,50000,0,0,4000,,4000
2304761038,10,0000369026,50000,0,0,4000,,4000
2304761051,10,0000369026,50000,0,0,4000,,4000
2304761052,10,0000369026,50000,0,0,4000,,4000
2304761053,10,0000369026,50000,0,0,4000,,4000
2304761054,10,0000369026,50000,0,0,4000,,4000
2304761055,10,0000369026,50000,0,0,4000,,4000
2304761094,10,0000369026,50000,0,0,4000,,4000
2304761109,10,0000369026,50000,0,0,4000,,4000
2304761163,10,0000369026,50000,0,0,4000,,4000
2304761164,10,0000369026,50000,0,0,4000,,4000
2304761190,10,0000369026,50000,0,0,4000,,4000
2304761196,10,0000369026,50000,0,0,4000,,4000
2304761197,10,0000369026,50000,0,0,4000,,4000
2304761262,10,0000369026,50000,0,0,4000,,4000
2304761276,10,0000369026,50000,0,0,4000,,4000
2304761280,10,0000369026,50000,0,0,4000,,4000
2304761328,10,0000369026,50000,0,0,4000,,4000
2304761378,10,0000369026,50000,0,0,4000,,4000
2304761379,10,0000369026,50000,0,0,4000,,4000
2305761479,10,0000367523,30000,0,0,2500,,2500
2305761519,10,0000368539,30000,0,0,5000,,2500
2305761521,10,0000368539,30000,0,0,5000,,2500
2305761523,10,0000368539,30000,0,0,5000,,2500
2305761589,10,0000368783,0,0,0,6000,,0
2305761590,10,0000368783,0,0,0,6000,,0
2305761592,10,0000368783,0,0,0,6000,,0
2305761741,10,0000368563,20000,0,0,2500,,2500
2305761755,10,0000368563,20000,0,0,2500,,2500
2305761762,10,0000365521,50000,0,0,3000,,3000
2305761763,10,0000365521,50000,0,0,3000,,3000
2305761764,10,0000365521,50000,0,0,3000,,3000
2305761766,10,0000365521,50000,0,0,3000,,3000
2305761801,10,0000365521,50000,0,0,3000,,3000
2305761804,10,0000365521,50000,0,0,3000,,3000
2305761829,10,0000365521,50000,0,0,3000,,3000
2305761846,10,0000365521,50000,0,0,3000,,3000
2305761852,10,0000365521,50000,0,0,3000,,3000
2305761907,10,0000368569,50000,0,0,6000,,3000
2305762043,10,0000367523,30000,0,0,2500,,2500
2305762246,10,0000368816,50000,0,0,4000,,4000
2305762247,10,0000368816,50000,0,0,4000,,4000
2305762248,10,0000368816,50000,0,0,4000,,4000
2305762249,10,0000368816,50000,0,0,4000,,4000
2305762250,10,0000368816,50000,0,0,4000,,4000
2305763716,10,0000367523,30000,0,0,2500,,2500
2305763718,10,0000367523,30000,0,0,2500,,2500
2305763720,10,0000367523,30000,0,0,2500,,2500
2305763725,10,0000367523,30000,0,0,2500,,2500
2305763726,10,0000367523,30000,0,0,2500,,2500
2305763773,10,0000368209,30000,0,0,5000,,5000
2305763776,10,0000368209,30000,0,0,5000,,5000
2305763777,10,0000368209,30000,0,0,5000,,5000
2305763785,10,0000369005,30000,0,0,2500,,2500
2305763786,10,0000369005,30000,0,0,2500,,2500
2305763804,10,0000367910,30000,0,0,3000,,3000
2305763815,10,0000368445,0,0,0,5000,,0
2305763862,10,0000368104,100000,0,0,3500,,3500
2305763866,10,0000368104,100000,0,0,3500,,3500
2305763870,10,0000368104,100000,0,0,3500,,3500
2305763874,10,0000368104,100000,0,0,3500,,3500
2305763878,10,0000368104,100000,0,0,3500,,3500
2305763886,10,0000368104,100000,0,0,3500,,3500
2305763887,10,0000368104,100000,0,0,3500,,3500
2305763959,10,0000367910,30000,0,0,3000,,3000
2305764279,10,0000364289,80000,0,0,3000,,3000
2305764281,10,0000364289,80000,0,0,3000,,3000
2305764329,10,0000364289,80000,0,0,3000,,3000
2305764408,10,0000364289,80000,0,0,3000,,3000
2305764418,10,0000364289,80000,0,0,3000,,3000
2305764871,10,0000369005,30000,0,0,2500,,2500
2305764872,10,0000369005,30000,0,0,2500,,2500
2305764873,10,0000369005,30000,0,0,2500,,2500
2305764874,10,0000369005,30000,0,0,2500,,2500
2305764875,10,0000369005,30000,0,0,2500,,2500
2305764876,10,0000369005,30000,0,0,2500,,2500
2305764877,10,0000369005,30000,0,0,2500,,2500
2305764878,10,0000369005,30000,0,0,2500,,2500
2305764879,10,0000369005,30000,0,0,2500,,2500
2305764880,10,0000369005,30000,0,0,2500,,2500
2305765261,10,0000368676,1,0,0,5000,,5000
2305765336,10,0000368539,30000,0,0,5000,,2500
2305765449,10,0000000001,40000,0,0,3000,,3000
2305765451,10,0000000001,40000,0,0,3000,,3000
2305765460,10,0000000001,40000,0,0,3000,,3000
2305765461,10,0000000001,40000,0,0,3000,,3000
2305765465,10,0000000001,40000,0,0,3000,,3000
2305765466,10,0000000001,40000,0,0,3000,,3000
2305765467,10,0000000001,40000,0,0,3000,,3000
2305765695,10,0000000001,40000,0,0,3000,,3000
2305765697,10,0000368818,50000,0,0,2500,,3000
2305765703,10,0000366021,50000,0,0,3500,,3500
2305765710,10,0000366021,50000,0,0,3500,,3500
2305765714,10,0000000001,40000,0,0,3000,,3000
2305765919,10,0000368891,40000,0,0,3000,,3000
2305766063,10,0000368891,40000,0,0,3000,,3000
2305766214,10,0000368891,40000,0,0,3000,,3000
2305766258,10,0000368816,50000,0,0,4000,,4000
2305766281,10,0000368816,50000,0,0,4000,,4000
2305766312,10,0000367262,0,0,0,4500,,0
2305766742,10,0000367523,30000,0,0,2500,,2500
2305766786,10,0000000001,40000,0,0,3000,,3000
2305766807,10,0000000001,40000,0,0,3000,,3000
2305766808,10,0000000001,40000,0,0,3000,,3000
2305766870,10,0000368033,30000,0,0,2500,,2500
2305766900,10,0000365641,50000,0,0,3000,,3000
2305766904,10,0000365641,50000,0,0,3000,,3000
2305766905,10,0000365641,50000,0,0,3000,,3000
2305767107,10,0000367362,300000,0,0,3000,,3000
2305767155,10,0000367362,300000,0,0,3000,,3000
2305767161,10,0000367362,300000,0,0,3000,,3000
2305767167,10,0000368527,0,0,0,6000,,0
2305767169,10,0000368539,30000,0,0,5000,,2500
2305767179,10,0000368816,50000,0,0,4000,,4000
2305767239,10,0000368527,0,0,0,6000,,0
2305767294,10,0000368527,0,0,0,6000,,0
2305767404,10,0000368048,50000,0,0,5000,,5000
2305767416,10,0000368048,50000,0,0,5000,,5000
2305767661,10,0000369030,0,0,0,6000,,0
2305767669,10,0000369030,0,0,0,6000,,0
2305767686,10,0000369030,0,0,0,6000,,0
2305767706,10,0000369030,0,0,0,6000,,0
2305767710,10,0000369030,0,0,0,6000,,0
2305767718,10,0000369030,0,0,0,6000,,0
2305767739,10,0000369030,0,0,0,6000,,0
2305767742,10,0000369030,0,0,0,6000,,0
2305767862,10,0000367523,30000,0,0,2500,,2500
2305767869,10,0000367523,30000,0,0,2500,,2500
2305767870,10,0000367523,30000,0,0,2500,,2500
2305767873,10,0000367523,30000,0,0,2500,,2500
2305767940,10,0000366121,50000,0,0,3500,,3500
2305767955,10,0000367262,0,0,0,4500,,0
2305767966,10,0000000001,40000,0,0,3000,,3000
2305768004,10,0000367995,50000,0,0,3500,,3500
2305768047,10,0000367262,0,0,0,4500,,0
2305768069,10,0000367995,50000,0,0,3500,,3500
2305768083,10,0000366121,50000,0,0,3500,,3500
2305768163,10,0000367362,300000,0,0,3000,,3000
2305768220,10,0000367362,300000,0,0,3000,,3000
2305768262,10,0000369005,30000,0,0,2500,,2500
2305768263,10,0000369005,30000,0,0,2500,,2500
2305768265,10,0000369005,30000,0,0,2500,,2500
2305768326,10,0000369005,30000,0,0,2500,,2500
2305768474,10,0000000001,40000,0,0,3000,,3000
2305768476,10,0000000001,40000,0,0,3000,,3000
2305768477,10,0000000001,40000,0,0,3000,,3000
2305768478,10,0000000001,40000,0,0,3000,,3000
2305768482,10,0000000001,40000,0,0,3000,,3000
2305768744,10,0000368539,30000,0,0,5000,,2500
2305768745,10,0000368539,30000,0,0,5000,,2500
2305768762,10,0000369030,0,0,0,6000,,0
2305768826,10,0000368085,30000,0,0,2000,,3000
2305768838,10,0000368085,30000,0,0,2000,,3000
2305768893,10,0000369030,0,0,0,6000,,0
2305768895,10,0000368539,30000,0,0,5000,,2500
2305768898,10,0000368539,30000,0,0,5000,,2500
2305768971,10,0000364028,30000,0,0,3000,,3000
2305768974,10,0000364028,30000,0,0,3000,,3000
2305768975,10,0000364028,30000,0,0,3000,,3000
2305768993,10,0000364028,30000,0,0,3000,,3000
2305768994,10,0000364028,30000,0,0,3000,,3000
2305768995,10,0000364028,30000,0,0,3000,,3000
2305768996,10,0000364028,30000,0,0,3000,,3000
2305769012,10,0000364028,30000,0,0,3000,,3000
2305769013,10,0000364028,30000,0,0,3000,,3000
2305769015,10,0000364028,30000,0,0,3000,,3000
2305769031,10,0000364028,30000,0,0,3000,,3000
2305769033,10,0000364028,30000,0,0,3000,,3000
2305769043,50,0000364046,0,0,0,0,,0
2305769067,10,0000364028,30000,0,0,3000,,3000
2305769341,10,0000000001,40000,0,0,3000,,3000
2305769355,10,0000367085,0,0,0,8000,,0
2305769359,10,0000367910,30000,0,0,3000,,3000
2305769364,10,0000367910,30000,0,0,3000,,3000
2305769366,10,0000367910,30000,0,0,3000,,3000
2305769369,10,0000367910,30000,0,0,3000,,3000
2305769371,10,0000367910,30000,0,0,3000,,3000
2305769394,10,0000000001,40000,0,0,3000,,3000
2305769461,10,0000368105,100000,0,0,3500,,3500
2305769496,10,0000365609,50000,0,0,3000,,3000
2305769568,10,0000368563,20000,0,0,2500,,2500
2305769589,10,0000368563,20000,0,0,2500,,2500
2305769620,10,0000368508,0,0,0,6000,,0
2305769642,10,0000368645,50000,0,0,3000,,3000
2305769687,10,0000368508,0,0,0,6000,,0
2305769691,10,0000368563,20000,0,0,2500,,2500
2305769715,10,0000368563,20000,0,0,2500,,2500
2305769717,10,0000368645,50000,0,0,3000,,3000
2305769847,10,0000365463,50000,0,0,2500,,2500
2305769850,10,0000365463,50000,0,0,2500,,2500
2305769853,10,0000365463,50000,0,0,2500,,2500
2305769894,10,0000368105,100000,0,0,3500,,3500
2305770046,10,0000367301,100000,0,0,3000,,3000
2305770049,10,0000365609,50000,0,0,3000,,3000
2305770053,10,0000365609,50000,0,0,3000,,3000
2305770056,10,0000365609,50000,0,0,3000,,3000
2305770057,10,0000365609,50000,0,0,3000,,3000
2305770058,10,0000365609,50000,0,0,3000,,3000
2305770113,10,0000367523,30000,0,0,2500,,2500
2305770115,10,0000367523,30000,0,0,2500,,2500
2305770116,10,0000367523,30000,0,0,2500,,2500
2305770117,10,0000367523,30000,0,0,2500,,2500
2305770118,10,0000367523,30000,0,0,2500,,2500
2305770123,10,0000367523,30000,0,0,2500,,2500
2305770126,10,0000367523,30000,0,0,2500,,2500
2305770127,10,0000367523,30000,0,0,2500,,2500
2305770129,10,0000367523,30000,0,0,2500,,2500
2305770131,10,0000367523,30000,0,0,2500,,2500
2305770132,10,0000367523,30000,0,0,2500,,2500
2305770134,10,0000367523,30000,0,0,2500,,2500
2305770135,10,0000367523,30000,0,0,2500,,2500
2305770136,10,0000367523,30000,0,0,2500,,2500
2305770137,10,0000367523,30000,0,0,2500,,2500
2305770138,10,0000367523,30000,0,0,2500,,2500
2305770226,10,0000368487,100000,0,0,3000,,3000
2305770248,10,0000368487,100000,0,0,3000,,3000
2305770323,10,0000368487,100000,0,0,3000,,3000
2305770339,10,0000368487,100000,0,0,3000,,3000
2305770341,10,0000368487,100000,0,0,3000,,3000
2305770345,10,0000368487,100000,0,0,3000,,3000
2305770347,10,0000368487,100000,0,0,3000,,3000
2305770348,10,0000368487,100000,0,0,3000,,3000
2305770349,10,0000368487,100000,0,0,3000,,3000
2305770493,10,0000365462,50000,0,0,2500,,2500
2305770565,10,0000368790,0,0,0,8000,,0
2305770575,10,0000368487,100000,0,0,3000,,3000
2305770576,10,0000368487,100000,0,0,3000,,3000
2305770578,10,0000368487,100000,0,0,3000,,3000
2305770602,10,0000368487,100000,0,0,3000,,3000
2305770604,10,0000368487,100000,0,0,3000,,3000
2305770655,10,0000368487,100000,0,0,3000,,3000
2305770668,10,0000365463,50000,0,0,2500,,2500
2305770671,10,0000368487,100000,0,0,3000,,3000
2305770672,10,0000368487,100000,0,0,3000,,3000
2305770675,10,0000365463,50000,0,0,2500,,2500
2305770677,10,0000365463,50000,0,0,2500,,2500
2305770682,10,0000365463,50000,0,0,2500,,2500
2305770685,10,0000365463,50000,0,0,2500,,2500
2305770687,10,0000365463,50000,0,0,2500,,2500
2305770711,10,0000368487,100000,0,0,3000,,3000
2305770884,10,0000368539,30000,0,0,5000,,2500
2305770912,10,0000000001,40000,0,0,3000,,3000
2305770965,10,0000000001,40000,0,0,3000,,3000
2305771064,10,0000366422,100000,0,0,3000,,2800
2305771086,10,0000368525,0,0,0,8000,,0
2305771149,10,0000365463,50000,0,0,2500,,2500
2305771156,10,0000365463,50000,0,0,2500,,2500
2305771160,10,0000365463,50000,0,0,2500,,2500
2305771184,10,0000365463,50000,0,0,2500,,2500
2305771192,10,0000367695,0,0,0,10000,,0
2305771345,10,0000366323,50000,0,0,4000,,4000
2305771359,10,0000366121,50000,0,0,3500,,3500
2305771533,10,0000365543,50000,0,0,3000,,3000
2305771883,10,0000368649,1,0,0,3000,,3000
2305771903,10,0000368658,20,0,0,4000,,4000
2305771904,10,0000368658,20,0,0,4000,,4000
2305772001,10,0000368183,50000,0,0,2500,,2500
2305772003,10,0000368183,50000,0,0,2500,,2500
2305772004,10,0000368183,50000,0,0,2500,,2500
2305772005,10,0000368183,50000,0,0,2500,,2500
2305772006,10,0000368183,50000,0,0,2500,,2500
2305772018,10,0000368508,0,0,0,6000,,0
2305772032,10,0000000001,40000,0,0,3000,,3000
2305772034,10,0000000001,40000,0,0,3000,,3000
2305772048,10,0000369027,0,0,0,8000,,0
2305772049,10,0000369027,0,0,0,8000,,0
2305772052,10,0000369027,0,0,0,8000,,0
2305772058,10,0000369027,0,0,0,8000,,0
2305772292,10,0000369033,30000,0,0,3000,,3000
2305772576,10,0000368464,30000,0,0,3000,,3000
2305772577,10,0000368464,30000,0,0,3000,,3000
2305772578,10,0000368464,30000,0,0,3000,,3000
2305772587,10,0000368464,30000,0,0,3000,,3000
2305772589,10,0000368464,30000,0,0,3000,,3000
2305772594,10,0000368464,30000,0,0,3000,,3000
2305772595,10,0000368464,30000,0,0,3000,,3000
2305772596,10,0000368464,30000,0,0,3000,,3000
2305772597,10,0000368464,30000,0,0,3000,,3000
2305772598,10,0000368464,30000,0,0,3000,,3000
2305775349,10,0000369027,0,0,0,8000,,0
2305775360,10,0000369027,0,0,0,8000,,0
2305775383,10,0000369027,0,0,0,8000,,0
2305776625,10,0000367783,100000,0,0,3000,,3000
2305776635,10,0000367783,100000,0,0,3000,,3000
2305776644,10,0000367783,100000,0,0,3000,,3000
2305776647,10,0000367783,100000,0,0,3000,,3000
2305776650,10,0000367783,100000,0,0,3000,,3000
2305776653,10,0000367783,100000,0,0,3000,,3000
2305776658,10,0000367783,100000,0,0,3000,,3000
2305776660,10,0000367783,100000,0,0,3000,,3000
2305776675,10,0000367783,100000,0,0,3000,,3000
2305776685,10,0000367783,100000,0,0,3000,,3000
2305776690,10,0000367783,100000,0,0,3000,,3000
2305776695,10,0000367783,100000,0,0,3000,,3000
2305776700,10,0000367783,100000,0,0,3000,,3000
2305776706,10,0000367783,100000,0,0,3000,,3000
2305776727,10,0000367783,100000,0,0,3000,,3000
2305776768,10,0000367783,100000,0,0,3000,,3000
2305776771,10,0000367783,100000,0,0,3000,,3000
2305776787,10,0000367783,100000,0,0,3000,,3000
2305776805,10,0000367783,100000,0,0,3000,,3000
2305776808,10,0000367783,100000,0,0,3000,,3000
2305776852,10,0000367783,100000,0,0,3000,,3000
2305776857,10,0000367783,100000,0,0,3000,,3000
2305776941,10,0000369027,0,0,0,8000,,0
2305776968,10,0000369027,0,0,0,8000,,0
2305776989,10,0000369027,0,0,0,8000,,0
2305777016,10,0000369027,0,0,0,8000,,0
2305777076,10,0000368586,1,0,0,3000,,3000
2305778022,10,0000368464,30000,0,0,3000,,3000
2305778042,10,0000368464,30000,0,0,3000,,3000
2305778043,10,0000368464,30000,0,0,3000,,3000
2305778044,10,0000368464,30000,0,0,3000,,3000
2305778045,10,0000368464,30000,0,0,3000,,3000
2305778046,10,0000368464,30000,0,0,3000,,3000
2305778048,10,0000368464,30000,0,0,3000,,3000
2305778049,10,0000368464,30000,0,0,3000,,3000
2305778073,10,0000364841,1,0,0,2500,,2500
2305778074,10,0000364841,1,0,0,2500,,2500
2305778086,30,0000367687,0,0,0,6000,,0
2305778097,30,0000367687,0,0,0,6000,,0
2305778356,10,0000364841,1,0,0,2500,,2500
2305778388,10,0000365921,50000,0,0,5000,,3000
2305778631,10,0000000001,40000,0,0,3000,,3000
2305778634,10,0000000001,40000,0,0,3000,,3000
2305778638,10,0000000001,40000,0,0,3000,,3000
2305778640,10,0000000001,40000,0,0,3000,,3000
2305778761,10,0000369083,50000,0,0,3500,,3500
2305778891,10,0000368816,50000,0,0,4000,,4000
2305779039,10,0000000001,40000,0,0,3000,,3000
2305779043,10,0000000001,40000,0,0,3000,,3000
2305779045,10,0000000001,40000,0,0,3000,,3000
2305779047,10,0000000001,40000,0,0,3000,,3000
2305779052,10,0000000001,40000,0,0,3000,,3000
2305779063,10,0000000001,40000,0,0,3000,,3000
2305779409,10,0000369027,0,0,0,8000,,0
2305779529,10,0000368883,30000,0,0,3000,,3000
2305779578,10,0000368883,30000,0,0,3000,,3000
2305779581,10,0000368883,30000,0,0,3000,,3000
2305779615,10,0000368883,30000,0,0,3000,,3000
2305779621,10,0000368883,30000,0,0,3000,,3000
2305780562,10,0000367523,30000,0,0,2500,,2500
2305780600,10,0000367523,30000,0,0,2500,,2500
2305780601,10,0000367523,30000,0,0,2500,,2500
2305780604,10,0000367523,30000,0,0,2500,,2500
2305780690,10,0000000001,40000,0,0,3000,,3000
2305780757,10,0000000001,40000,0,0,3000,,3000
2305780796,10,0000000001,40000,0,0,3000,,3000
2305780818,10,0000369072,0,0,0,8000,,0
2305780819,10,0000369072,0,0,0,8000,,0
2305780822,10,0000000001,40000,0,0,3000,,3000
2305780859,10,0000368445,0,0,0,5000,,0
2305780881,10,0000369083,50000,0,0,3500,,3500
2305781097,10,0000000001,40000,0,0,3000,,3000
2305781098,10,0000000001,40000,0,0,3000,,3000
2305781099,10,0000000001,40000,0,0,3000,,3000
2305781400,10,0000369064,30000,0,0,3000,,3000
2305781407,10,0000369064,30000,0,0,3000,,3000
2305781412,10,0000369064,30000,0,0,3000,,3000
2305781430,10,0000000001,40000,0,0,3000,,3000
2305781454,10,0000369064,30000,0,0,3000,,3000
2305781460,10,0000000001,40000,0,0,3000,,3000
2305781494,10,0000367224,0,0,0,6000,,0
2305781528,10,0000369027,0,0,0,8000,,0
2305781545,10,0000367695,0,0,0,10000,,0
2305781555,10,0000369064,30000,0,0,3000,,3000
2305781559,10,0000368033,30000,0,0,2500,,2500
2305781560,10,0000368033,30000,0,0,2500,,2500
2305781562,10,0000368033,30000,0,0,2500,,2500
2305781563,10,0000368033,30000,0,0,2500,,2500
2305781785,10,0000368816,50000,0,0,4000,,4000
2305781788,10,0000368816,50000,0,0,4000,,4000
2305781921,10,0000367262,0,0,0,4500,,0
2305782301,10,0000369027,0,0,0,8000,,0
2305782305,10,0000369027,0,0,0,8000,,0
2305782313,10,0000369027,0,0,0,8000,,0
2305783415,10,0000367995,50000,0,0,3500,,3500
2305783425,10,0000368532,50000,0,0,3300,,3300
2305783426,10,0000368532,50000,0,0,3300,,3300
2305783427,10,0000367995,50000,0,0,3500,,3500
2305783428,10,0000368532,50000,0,0,3300,,3300
2305783433,10,0000369064,30000,0,0,3000,,3000
2305783434,10,0000369064,30000,0,0,3000,,3000
2305783438,10,0000000001,40000,0,0,3000,,3000
2305783467,30,0000367104,30000,0,0,2500,,2500
2305783470,30,0000367104,30000,0,0,2500,,2500
2305783471,30,0000367104,30000,0,0,2500,,2500
2305783477,10,0000367995,50000,0,0,3500,,3500
2305783483,10,0000367995,50000,0,0,3500,,3500
2305783484,10,0000367995,50000,0,0,3500,,3500
2305783518,10,0000367523,30000,0,0,2500,,2500
2305783770,10,0000369064,30000,0,0,3000,,3000
2305783988,10,0000368508,0,0,0,6000,,0
2305785178,10,0000369027,0,0,0,8000,,0
2305785701,10,0000368525,0,0,0,8000,,0
